INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Nutek Academy of Beauty Inc,1,3,NULL,18
Daymar College-Owensboro,3,3,NULL,122
West Kentucky Community and Technical College,2,1,NULL,4648
Pat Wilson's Beauty College,1,3,NULL,73
University of Pikeville,4,2,1,1313
Big Sandy Community and Technical College,2,1,NULL,3283
Brown Mackie College-Louisville,3,3,NULL,1420
Empire Beauty School-Chenoweth,1,3,NULL,107
Saint Catharine College,4,2,NULL,605
Empire Beauty School-Elizabethtown,1,3,NULL,168
Empire Beauty School-Dixie,1,3,NULL,123
Empire Beauty School-Florence,1,3,NULL,165
Brown Mackie College-Northern Kentucky,3,3,NULL,443
Somerset Community College,2,1,NULL,6037
Southeast Kentucky Community & Technical College,2,1,NULL,2582
The Southern Baptist Theological Seminary,4,2,0.9051,616
Spalding University,4,2,0.8108,1277
Spencerian College-Louisville,2,3,NULL,528
Sullivan University,4,3,NULL,3404
Thomas More University,4,2,0.8775,1208
Transylvania University,3,2,0.9615,1081
Trend Setters' Academy of Beauty Culture-Louisville,1,3,NULL,95
Union College,4,2,0.7416,808
Western Kentucky University,4,1,0.9232,15780
Central Louisiana Technical Community College,2,1,NULL,1439
American School of Business,1,3,NULL,85
Ayers Career College,1,3,NULL,267
Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,1,2,NULL,56
Baton Rouge General Medical Center-School of Radiologic Technology,0,2,NULL,22
Baton Rouge School of Computers,2,3,NULL,80
Capital Area Technical College,2,1,NULL,1610
Bossier Parish Community College,2,1,NULL,7322
Cameron College,2,3,NULL,23
Centenary College of Louisiana,4,2,0.6597,579
Cloyd's Beauty School 1 Inc,1,3,NULL,51
Crescent City Bartending School,1,3,NULL,469
D'Jay's Institute of Cosmetology and Esthiology,1,3,NULL,63
Delgado Community College,2,1,NULL,17467
Delta School of Business and Technology,2,3,NULL,199
Avery James School of Cosmetology,1,3,NULL,58
Denham Springs Beauty School,1,3,NULL,91
Dillard University,3,2,0.3544,1183
Nunez Community College,2,1,NULL,1675
Grambling State University,4,1,0.4363,4100
Guy's Shreveport Academy of Cosmetology Inc,1,3,NULL,62
ITI Technical College,2,3,NULL,569
John Jay Beauty College,1,3,NULL,36
John Jay Beauty College,1,3,NULL,76
Louisiana State University Health Sciences Center-New Orleans,4,1,NULL,915
Louisiana State University-Alexandria,3,1,0.6074,1984
Louisiana State University and Agricultural & Mechanical College,4,1,0.7623,23990
Louisiana State University-Eunice,2,1,NULL,2424
Louisiana State University-Shreveport,4,1,0.8349,2796
Acadiana Technical College-Lafayette Campus,2,1,NULL,1713
Aveda Arts & Sciences Institute-Baton Rouge,1,3,NULL,226
Aveda Arts & Sciences Institute-Lafayette,1,3,NULL,116
Louisiana Academy of Beauty,1,3,NULL,42
Louisiana College,4,2,0.7423,1081
Opelousas School of Cosmetology,1,3,NULL,14
Louisiana Tech University,4,1,0.6744,7047
Loyola University New Orleans,4,2,0.8707,2910
McNeese State University,4,1,0.6151,6777
University of New Orleans,4,1,0.5036,6854
New Orleans Baptist Theological Seminary,4,2,NULL,1079
Nicholls State University,4,1,0.8694,5682
University of Louisiana at Monroe,4,1,0.7724,5863
Northwest Louisiana Technical Community College,2,1,NULL,1495
Notre Dame Seminary Graduate School of Theology,4,2,NULL,NULL
Northwestern State University of Louisiana,4,1,0.84,7026
University of Holy Cross,4,2,0.4847,842
Franciscan Missionaries of Our Lady University,4,2,0.6615,1483
Pat Goins Benton Road Beauty School,1,3,NULL,25
Celebrity Stylist Beauty School,1,3,NULL,28
Pat Goins Ruston Beauty School,1,3,NULL,28
Pineville Beauty School,1,3,NULL,75
Aveda Arts & Sciences Institute-Covington,1,3,NULL,1707
Saint Joseph Seminary College,3,2,NULL,133
Vanguard College of Cosmetology-Slidell,1,3,NULL,107
LaSalle Tech,1,3,NULL,41
Fletcher Technical Community College,2,1,NULL,1776
Remington College-Lafayette Campus,2,2,0.9192,326
SOWELA Technical Community College,2,1,NULL,2645
Stevensons Academy of Hair Design,1,3,NULL,116
Southeastern Louisiana University,4,1,0.448,11704
Southern University and A & M College,4,1,0.359,5666
Southern University at New Orleans,4,1,0.4888,1782
Southern University at Shreveport,2,1,NULL,2784
University of Louisiana at Lafayette,4,1,0.593,14261
Northshore Technical Community College,2,1,NULL,1705
Tulane University of Louisiana,4,2,0.2643,8290
Xavier University of Louisiana,4,2,0.5443,2459
South Central Louisiana Technical College,2,1,NULL,1460
Purdue University Global-Lewiston,3,3,NULL,977
College of the Atlantic,4,2,0.7367,356
Bates College,3,2,0.2417,1791
Beal University,2,3,NULL,461
Bowdoin College,3,2,0.1495,1789
Maine College of Health Professions,2,2,0.4545,178
Central Maine Community College,2,1,NULL,2531
Colby College,3,2,0.2604,1820
Eastern Maine Community College,2,1,0.6639,2046
Husson University,4,2,0.7989,2290
Kennebec Valley Community College,2,1,NULL,1627
The Landing School,2,2,NULL,83
University of Maine at Augusta,3,1,NULL,4306
University of Maine at Farmington,4,1,0.837,1858
University of Maine at Fort Kent,3,1,0.6293,913
University of Maine at Machias,3,1,0.854,596
University of Maine,4,1,0.8106,8619
Maine Maritime Academy,4,1,0.6536,994
University of Maine at Presque Isle,3,1,NULL,924
University of New England,4,2,0.8584,2179
Northern Maine Community College,2,1,0.681,765
Empire Beauty School-Maine,1,3,NULL,314
Maine College of Art & Design,4,2,0.9625,375
Saint Joseph's College of Maine,4,2,0.7778,1821
Spa Tech Institute-Westbrook,1,3,NULL,245
Southern Maine Community College,2,1,NULL,5958
University of Southern Maine,4,1,0.828,6079
Thomas College,4,2,0.7244,846
Unity College,3,2,0.8882,553
Washington County Community College,2,1,NULL,330
Aaron's Academy of Beauty,1,3,NULL,39
Aesthetics Institute of Cosmetology,1,3,NULL,40
Allegany College of Maryland,2,1,NULL,2677
Anne Arundel Community College,2,1,NULL,14125
Brightwood College-Towson,2,3,NULL,360
Award Beauty School,1,3,NULL,170
Baltimore Studio of Hair Design,1,3,NULL,72
Baltimore City Community College,2,1,NULL,4986
University of Baltimore,4,1,0.7295,3479
Bowie State University,4,1,0.5176,4313
Capitol Technology University,4,2,0.5903,431
Cecil College,2,1,NULL,2426
College of Southern Maryland,2,1,NULL,8358
Chesapeake College,2,1,NULL,2184
Washington Adventist University,4,2,0.3271,951
Coppin State University,4,1,0.355,2880
Delmarva Beauty Academy,1,3,NULL,67
North American Trade Schools,1,3,NULL,545
Frederick Community College,2,1,NULL,5375
Frostburg State University,4,1,0.5945,4575
Garrett College,2,1,NULL,586
Goucher College,4,2,0.7173,1444
Purdue University Global-Hagerstown,4,3,NULL,845
Hagerstown Community College,2,1,NULL,3997
Harford Community College,2,1,NULL,6016
Hood College,4,2,0.8102,1347
Howard Community College,2,1,NULL,9287
Aveda Institute-Maryland,1,3,NULL,55
Johns Hopkins University,4,2,0.1813,5932
L'Academie de Cuisine,1,3,0.8421,46
Lincoln College of Technology-Columbia,2,3,NULL,693
Loyola University Maryland,4,2,0.58,3972
Maryland Beauty Academy,1,3,NULL,30
University of Maryland Global Campus,4,1,NULL,26006
University of Maryland Baltimore,4,1,NULL,738
University of Maryland-Baltimore County,4,1,0.6315,11012
University of Maryland-College Park,4,1,0.4699,26045
Maryland Institute College of Art,4,2,0.5803,1892
University of Maryland Eastern Shore,4,1,0.5502,3421
Fortis Institute-Towson,1,3,NULL,748
Montgomery Beauty School,1,3,NULL,134
Montgomery College,2,1,NULL,19064
Morgan State University,4,1,0.5757,6197
Mount St. Mary's University,4,2,0.6741,1729
Ner Israel Rabbinical College,4,2,0.8154,340
Hair Academy,1,3,NULL,374
Notre Dame of Maryland University,4,2,0.4964,1220
Prince George's Community College,2,1,NULL,12956
Brightwood College-Baltimore,2,3,NULL,661
Robert Paul Academy of Cosmetology Arts & Sciences,1,3,NULL,29
Maryland Beauty Academy of Essex,1,3,NULL,101
St Mary's Seminary & University,0,2,NULL,0
Salisbury University,4,1,0.5494,7767
St. Mary's College of Maryland,4,1,0.7204,1794
Sojourner-Douglass College,4,2,NULL,1037
St. John's College,4,2,0.8099,443
Brightwood College-Beltsville,2,3,NULL,462
Towson University,4,1,0.6034,18534
Maryland University of Integrative Health,4,2,NULL,NULL
International Beauty School,1,3,NULL,193
United States Naval Academy,3,1,0.0735,4526
Stevenson University,4,2,0.5959,3846
Washington College,4,2,0.6655,1424
McDaniel College,4,2,0.7587,1662
Wor-Wic Community College,2,1,NULL,3090
Hult International Business School,4,2,NULL,NULL
New England College of Business and Finance,4,3,NULL,918
American International College,4,2,0.6779,1513
Amherst College,3,2,0.1428,1785
Andover Newton Theological School,4,2,NULL,NULL
Anna Maria College,4,2,0.7756,1135
Assabet Valley Regional Technical School,1,1,0.5098,46
Assumption University,4,2,0.7422,2181
Babson College,4,2,0.2821,2106
Bancroft School of Massage Therapy,1,3,NULL,66
Boston Baptist College,3,2,0.8065,87
Bay Path University,4,2,0.576,1454
Bay State College,3,3,0.5845,1196
Bay State School of Technology,1,3,NULL,200
Becker College,3,2,0.6255,1871
Bentley University,4,2,0.4379,4172
Berklee College of Music,3,2,0.3617,4402
Berkshire Community College,2,1,NULL,2024
Empire Beauty School-Boston,1,3,NULL,241
Boston Architectural College,4,2,NULL,423
Boston Graduate School of Psychoanalysis Inc,4,2,NULL,NULL
Boston College,4,2,0.3222,9465
The Boston Conservatory,4,2,0.3645,545
Boston University,4,2,0.4561,16460
Brandeis University,4,2,0.3704,3603
Bridgewater State University,4,1,0.786,9489
Bristol Community College,2,1,NULL,8250
Signature Healthcare Brockton Hospital School of Nursing,1,2,0.3953,323
Bunker Hill Community College,2,1,NULL,12535
Cambridge College,4,2,NULL,1042
Cape Cod Community College,2,1,NULL,3459
Catherine Hinds Institute of Esthetics,1,3,NULL,171
Laboure College,3,2,0.873,680
Clark University,4,2,0.6154,2312
Conway School of Landscape Design,4,2,NULL,NULL
Curry College,4,2,0.6692,2794
Lincoln Technical Institute-Somerville,1,3,NULL,331
Dean College,3,2,0.6835,1238
Diman Regional Technical Institute,1,1,0.3433,80
National Aviation Academy of New England,1,3,NULL,247
Eastern Nazarene College,4,2,0.5579,1313
Emerson College,4,2,0.4798,3720
Emmanuel College,4,2,0.6049,2040
Endicott College,4,2,0.7165,2621
Episcopal Divinity School,4,2,NULL,NULL
Rob Roy Academy-Fall River,1,3,NULL,105
Fisher College,3,2,0.6273,1733
Fitchburg State University,4,1,0.7211,4148
Framingham State University,4,1,0.5167,4255
Benjamin Franklin Institute of Technology,3,2,NULL,463
Gordon College,4,2,0.4133,1681
Gordon-Conwell Theological Seminary,4,2,NULL,NULL
Greenfield Community College,2,1,NULL,1980
Hallmark Institute of Photography,1,3,NULL,69
Hampshire College,3,2,0.6369,1468
Harvard University,4,2,0.0584,7278
Hebrew College,4,2,NULL,4
Hellenic College-Holy Cross Greek Orthodox School of Theology,4,2,NULL,92
Henris School of Hair Design,1,3,NULL,30
College of the Holy Cross,3,2,0.3297,2878
Holyoke Community College,2,1,NULL,6370
Sanford-Brown College-Boston,2,3,NULL,71
Kay Harvey Academy of Hair Design,1,3,NULL,46
La Baron Hairdressing Academy-Brockton,1,3,NULL,44
La Baron Hairdressing Academy-New Bedford,1,3,NULL,102
Lasell University,4,2,0.7614,1667
Lawrence Memorial Hospital School of Nursing,2,2,NULL,302
Lesley University,4,2,0.6749,1785
Longy School of Music of Bard College,4,2,0.8611,58
Lowell Academy Hairstyling Institute,1,3,NULL,102
University of Massachusetts-Lowell,4,1,0.6397,11828
Mansfield Beauty Schools-Springfield,1,3,NULL,38
Mansfield Beauty Schools-Quincy,1,3,NULL,60
Marian Court College,2,2,NULL,173
University of Massachusetts-Amherst,4,1,0.6294,21672
University of Massachusetts-Boston,4,1,0.7141,11786
Massachusetts Bay Community College,2,1,NULL,4573
MCPHS University,4,2,0.8921,3808
Massachusetts College of Art and Design,4,1,0.6982,1861
Massachusetts Institute of Technology,4,2,0.0815,4510
Massachusetts Maritime Academy,4,1,0.7726,1362
University of Massachusetts Medical School Worcester,4,1,NULL,NULL
William James College,4,2,NULL,NULL
Massachusetts School of Barbering,1,3,NULL,91
Massasoit Community College,2,1,NULL,7034
Merrimack College,4,2,0.786,2722
MGH Institute of Health Professions,4,2,NULL,160
Middlesex Community College,2,1,NULL,8871
Montserrat College of Art,3,2,NULL,378
Mount Holyoke College,4,2,0.4681,2154
Mount Ida College,4,2,0.6065,1261
Mount Wachusett Community College,2,1,NULL,4222
Cortiva Institute-Boston,1,3,NULL,210
School of the Museum of Fine Arts at Tufts University,4,2,0.7681,389
Everest Institute-Brighton,1,3,NULL,369
Rob Roy Academy-New Bedford,1,3,NULL,27
The New England Conservatory of Music,4,2,0.2777,410
New England College of Optometry,4,2,NULL,NULL
New England School of Acupuncture,4,2,NULL,NULL
New England Law-Boston,4,2,NULL,NULL
New England School of Photography,1,3,NULL,66
Newbury College,3,2,0.5953,961
Nichols College,4,2,0.8047,1260
Massachusetts College of Liberal Arts,4,1,0.672,1483
North Bennet Street School,1,2,NULL,161
North Shore Community College,2,1,NULL,7053
The New England Institute of Art,3,3,NULL,779
Northeastern University,4,2,0.3231,13204
Northern Essex Community College,2,1,NULL,6746
College of Our Lady of the Elms,4,2,0.7492,1308
Pine Manor College,4,2,0.6411,221
Pope St John XXIII National Seminary,4,2,NULL,NULL
Quincy College,2,1,NULL,4025
Quinsigamond Community College,2,1,NULL,7647
Regis College,4,2,0.7243,1188
Roxbury Community College,2,1,NULL,2216
Saint John's Seminary,4,2,1,35
Salem State University,4,1,0.6929,7134
Salter College-West Boylston,2,3,NULL,697
Simmons University,4,2,0.4897,1710
Bard College at Simon's Rock,3,2,0.922,344
Smith College,4,2,0.4308,2606
Southeastern Technical Institute,1,1,0.6604,112
Springfield College,4,2,0.6992,2157
Springfield Technical Community College,2,1,NULL,6281
University of Massachusetts-Dartmouth,4,1,0.7213,7202
Stonehill College,3,2,0.7091,2473
Suffolk University,4,2,0.825,5535
Rob Roy Academy-Taunton,1,3,NULL,37
Tufts University,4,2,0.1884,5146
Wellesley College,3,2,0.2911,2347
Wentworth Institute of Technology,4,2,0.5761,3975
Western New England University,4,2,0.8151,2648
Westfield State University,4,1,0.7487,5524
Wheaton College (Massachusetts),3,2,0.6737,1640
Wheelock College,4,2,0.7318,839
Williams College,4,2,0.1702,2051
Worcester Polytechnic Institute,4,2,0.5159,4012
Worcester State University,4,1,0.6062,5033
Adrian College,3,2,0.5628,1613
Albion College,3,2,0.5639,1284
Hillsdale Beauty College,1,3,NULL,35
Northwestern Technological Institute,1,3,NULL,406
Alma College,3,2,0.6791,1385
Alpena Community College,2,1,NULL,1418
Andrews University,4,2,0.3751,1765
Aquinas College,4,2,0.7135,1843
Baker College of Owosso,4,2,NULL,2726
Baker College,4,2,NULL,4886
Bay de Noc Community College,2,1,NULL,2024
Bayshire Academy of Beauty Craft Inc,1,3,NULL,41
Cadillac Institute of Cosmetology,1,3,NULL,39
Calvin University,4,2,0.6975,3895
Calvin Theological Seminary,4,2,NULL,NULL
Carnegie Institute,1,3,NULL,241
Michigan School of Psychology,4,2,NULL,NULL
Central Michigan University,4,1,0.6304,20070
Mott Community College,2,1,NULL,8349
Empire Beauty School-Michigan,1,3,NULL,365
Cleary University,4,2,0.7263,450
Concordia University Ann Arbor,4,2,0.5374,529
Cranbrook Academy of Art,4,2,NULL,NULL
College for Creative Studies,4,2,0.486,1352
Davenport University,4,2,0.917,7119
David Pressley School of Cosmetology,1,3,NULL,225
Delta College,2,1,NULL,8664
Detroit Business Institute-Downriver,1,3,NULL,76
Michigan State University-College of Law,4,2,NULL,NULL
MIAT College of Technology,2,3,0.9593,469
University of Detroit Mercy,4,2,0.6147,2871
Dorsey School of Business-Madison Heights,1,3,NULL,204
Dorsey College,1,3,NULL,146
Eastern Michigan University,4,1,0.6398,18543
Ferris State University,4,1,0.759,12646
Flint Institute of Barbering Inc,1,3,0.75,56
Glen Oaks Community College,2,1,NULL,922
Kettering University,4,2,0.6159,1640
Gogebic Community College,2,1,NULL,948
Grace Christian University,3,2,0.7486,576
Cornerstone University,4,2,0.6807,2100
Everest Institute-Grand Rapids,1,3,NULL,576
Grand Rapids Community College,2,1,NULL,15635
Grand Valley State University,4,1,0.826,21137
Great Lakes Christian College,3,2,NULL,194
Henry Ford College,2,1,NULL,12421
Hope College,3,2,0.7253,3296
ITT Technical Institute-Wyoming,3,3,0.9432,343
Jackson College,2,1,NULL,5180
Wright Beauty Academy,1,3,NULL,84
Kalamazoo College,3,2,0.6689,1427
Kalamazoo Valley Community College,2,1,NULL,9139
Kellogg Community College,2,1,NULL,4986
Kirtland Community College,2,1,NULL,1547
Michigan College of Beauty-Monroe,1,3,NULL,117
Lake Michigan College,2,1,NULL,3252
Lake Superior State University,4,1,0.9183,2299
Lansing Community College,2,1,NULL,13947
Lawrence Technological University,4,2,0.4365,3033
M J Murphy Beauty College of Mount Pleasant,1,3,NULL,82
Macomb Community College,2,1,NULL,13619
Madonna University,4,2,0.6125,3080
Marygrove College,4,2,0.9378,1041
Rochester University,4,2,0.6567,960
University of Michigan-Ann Arbor,4,1,0.3326,28077
The Michigan Barber School,1,2,NULL,163
Michigan State University,4,1,0.6865,37622
Michigan Technological University,4,1,0.7659,5536
University of Michigan-Dearborn,4,1,0.6284,6793
University of Michigan-Flint,4,1,0.7809,6746
Mid Michigan College,2,1,NULL,3098
Monroe County Community College,2,1,NULL,2285
Montcalm Community College,2,1,NULL,1643
Mr Bela's School of Cosmetology Inc,1,3,NULL,117
Baker College of Muskegon,4,2,NULL,3988
Muskegon Community College,2,1,NULL,3798
Everest College-Skokie,1,3,NULL,459
Altierus Career Education-Southfield,1,3,NULL,1003
North Central Michigan College,2,1,NULL,2466
Northern Michigan University,4,1,0.7313,7959
Paul Mitchell the School-Escanaba,1,3,NULL,41
Northwestern Michigan College,2,1,NULL,4241
Northwood University,4,2,0.6538,2920
Oakland Community College,2,1,NULL,15304
Oakland University,4,1,0.66,16113
Olivet College,4,2,0.5148,1026
Port Huron Cosmetology College,1,3,NULL,82
Kuyper College,4,2,0.6842,283
Ross Medical Education Center-Lansing,1,3,NULL,151
Ross Medical Education Center-Warren,1,3,NULL,270
Ross Medical Education Center-Flint,1,3,NULL,307
Sacred Heart Major Seminary,4,2,1,154
Saginaw Valley State University,4,1,0.7865,8686
Schoolcraft College,2,1,NULL,9535
Siena Heights University,4,2,0.6765,2325
St Clair County Community College,2,1,NULL,3588
Southwestern Michigan College,2,1,NULL,2419
Specs Howard School of Media Arts,1,3,NULL,597
Spring Arbor University,4,2,0.6505,2860
Michigan Career and Technical Institute,1,1,NULL,200
Finlandia University,3,2,0.5883,498
Western Michigan University-Thomas M. Cooley Law School,4,2,NULL,NULL
Twin City Beauty College,1,3,NULL,111
Walsh College,4,2,NULL,967
Washtenaw Community College,2,1,NULL,10172
Wayne County Community College District,2,1,NULL,13713
Wayne State University,4,1,0.7624,17789
West Shore Community College,2,1,NULL,1167
Western Michigan University,4,1,0.8285,18755
Western Theological Seminary,4,2,NULL,NULL
Wright Beauty Academy,1,3,NULL,45
Academy College,3,3,NULL,140
Alexandria Technical & Community College,2,1,NULL,1782
American Indian OIC Inc,1,2,NULL,136
Anoka Technical College,2,1,NULL,1992
Anoka-Ramsey Community College,2,1,NULL,6585
Augsburg University,4,2,0.6086,2661
Riverland Community College,2,1,NULL,2509
Northwest Technical College,2,1,NULL,795
Bemidji State University,4,1,0.6678,4397
Bethany Lutheran College,3,2,0.7458,552
Bethel University,4,2,0.9485,3178
Bethel Seminary-St Paul,4,2,NULL,NULL
Central Lakes College-Brainerd,2,1,NULL,2601
Carleton College,3,2,0.2095,2023
Concordia College at Moorhead,4,2,0.7998,2464
Concordia University-Saint Paul,4,2,0.5239,1927
Dakota County Technical College,2,1,NULL,2641
Martin Luther College,4,2,0.9617,729
Lake Superior College,2,1,NULL,3990
Cosmetology Careers Unlimited College of Hair Skin and Nails,1,3,NULL,33
Duluth Business University,3,3,NULL,201
Minnesota State Community and Technical College,2,1,NULL,4960
Globe University-Woodbury,4,3,NULL,845
Minnesota West Community and Technical College,2,1,NULL,2165
Gustavus Adolphus College,3,2,0.6322,2439
Hamline University,4,2,0.6557,2108
Hazelden Betty Ford Graduate School of Addiction Studies,4,2,NULL,0
Hennepin Technical College,2,1,NULL,5750
Cosmetology Careers Unlimited College of Hair Skin and Nails,1,3,NULL,37
Hibbing Community College,2,1,NULL,1186
Aveda Arts & Sciences Institute Minneapolis,1,3,NULL,489
Inver Hills Community College,2,1,NULL,4915
Itasca Community College,2,1,NULL,1076
The Art Institutes International-Minnesota,3,3,NULL,1161
Luther Seminary,4,2,NULL,NULL
Macalester College,3,2,0.3416,2029
South Central College,2,1,NULL,2966
Minnesota State University-Mankato,4,1,0.6555,12542
Regency Beauty Institute-Blaine,1,3,NULL,137
Mayo Clinic College of Medicine and Science,4,2,NULL,NULL
Mayo Clinic School of Health Sciences,4,2,NULL,131
Argosy University-Twin Cities,4,3,NULL,1113
Mesabi Range College,2,1,NULL,986
Metropolitan State University,4,1,1,7322
University of Minnesota-Twin Cities,4,1,0.4442,30271
University of Minnesota-Crookston,3,1,0.6916,1813
Minneapolis Business College,2,3,NULL,273
Minneapolis College of Art and Design,4,2,0.5895,683
Minneapolis Community and Technical College,2,1,NULL,8938
Herzing University-Minneapolis,3,3,0.7126,262
Minnesota School of Cosmetology-Woodbury Campus,1,3,NULL,138
Crossroads College,3,2,0.2143,97
University of Minnesota-Duluth,4,1,0.7822,9239
University of Minnesota-Morris,3,1,0.5764,1846
Minnesota School of Business-Richfield,4,3,NULL,896
Model College of Hair Design,1,3,NULL,126
Minnesota State University Moorhead,4,1,0.8911,5912
North Hennepin Community College,2,1,NULL,6670
National American University-Roseville,3,3,NULL,369
Sanford-Brown College-Mendota Heights,3,3,NULL,237
Normandale Community College,2,1,NULL,7751
North Central University,3,2,0.9521,1106
Northland Community and Technical College,2,1,NULL,2862
Northwest Technical Institute,2,3,NULL,NULL
University of Northwestern-St Paul,4,2,0.6915,2038
Northwestern Health Sciences University,4,2,NULL,113
Oak Hills Christian College,3,2,0.5873,126
Regency Beauty Institute-Burnsville,1,3,NULL,112
Pine Technical & Community College,2,1,NULL,751
Rainy River Community College,2,1,NULL,204
Rochester Community and Technical College,2,1,NULL,5291
College of Saint Benedict,3,2,0.7554,2051
St Cloud Technical and Community College,2,1,NULL,4422
Regency Beauty Institute-St Cloud,1,3,NULL,76
Saint Cloud State University,4,1,0.8691,11535
Saint Johns University,4,2,0.7516,1871
Saint Mary's University of Minnesota,4,2,0.7485,1897
St Olaf College,3,2,0.5919,3079
Crown College,4,2,0.55,1095
The College of Saint Scholastica,4,2,0.7265,2858
University of St Thomas,4,2,0.8617,6246
Empire Beauty School-Bloomington,1,3,NULL,148
St Catherine University,4,2,0.6089,3479
Rasmussen University-Minnesota,3,3,0.8327,4742
Saint Paul College,2,1,NULL,6083
Southwest Minnesota State University,4,1,0.6546,2426
Summit Academy Opportunities Industrialization Center,1,2,NULL,252
United Theological Seminary of the Twin Cities,4,2,NULL,NULL
Vermilion Community College,2,1,NULL,515
Dunwoody College of Technology,3,2,0.7243,1065
Ridgewater College,2,1,NULL,3329
Minnesota State College Southeast,2,1,NULL,1875
Winona State University,4,1,0.6075,8079
Mitchell Hamline School of Law,4,2,NULL,NULL
Century College,2,1,NULL,9484
Alcorn State University,4,1,0.8291,3157
Belhaven University,4,2,0.4842,2487
Blue Mountain College,4,2,0.5573,497
Chris Beauty College,1,3,NULL,97
Coahoma Community College,2,1,NULL,1959
Antonelli College-Jackson,2,3,NULL,485
Copiah-Lincoln Community College,2,1,NULL,2859
Creations College of Cosmetology,1,3,NULL,51
Delta Beauty College,1,3,NULL,50
Delta State University,4,1,0.8941,2638
East Central Community College,2,1,NULL,2323
East Mississippi Community College,2,1,NULL,4364
Fosters Cosmetology College,1,3,NULL,32
Academy of Hair Design-Grenada,1,3,NULL,40
Hinds Community College,2,1,NULL,10946
Holmes Community College,2,1,NULL,5668
Itawamba Community College,2,1,NULL,5477
Jackson State University,4,1,0.6464,6880
Jones County Junior College,2,1,NULL,4443
Meridian Community College,2,1,NULL,3601
Millsaps College,4,2,0.4745,734
Mississippi Delta Community College,2,1,NULL,2567
University of Mississippi,4,1,0.8054,16432
University of Mississippi Medical Center,4,1,NULL,699
Mississippi University for Women,4,1,0.4349,2252
Mississippi Valley State University,4,1,0.2272,1856
Mississippi College,4,2,0.673,2895
Hatfield's Mississippi College of Beauty Culture,1,3,NULL,82
Mississippi Gulf Coast Community College,2,1,NULL,10074
Mississippi State University,4,1,0.6482,16399
Northeast Mississippi Community College,2,1,NULL,3105
Northwest Mississippi Community College,2,1,NULL,7530
Pearl River Community College,2,1,0.8566,4581
Rust College,3,2,0.1386,922
Southeastern Baptist College,3,2,NULL,37
Southwest Mississippi Community College,2,1,NULL,1933
University of Southern Mississippi,4,1,0.6631,12371
Magnolia College of Cosmetology,1,3,NULL,133
Tougaloo College,3,2,0.3551,877
Wesley Biblical Seminary,4,2,NULL,NULL
William Carey University,4,2,0.4877,2166
Anthem College-Maryland Heights,2,3,NULL,277
Aquinas Institute of Theology,4,2,NULL,NULL
Evangel University - Assemblies of God Theological Seminary,4,2,NULL,NULL
Avila University,4,2,0.6108,1336
ITT Technical Institute-Earth City,3,3,0.7099,602
Baptist Bible College,4,2,NULL,305
House of Heavilin Beauty College-Blue Springs,1,3,NULL,90
Cox College,4,2,0.8975,832
Calvary University,4,2,0.8696,248
Cape Girardeau Career and Technology Center,1,1,NULL,305
Central Christian College of the Bible,3,2,0.5838,297
Central Methodist University-College of Liberal Arts and Sciences,3,2,0.6506,1093
University of Central Missouri,4,1,0.8083,9160
Grand River Technical School,1,1,1,90
Chillicothe Beauty Academy Inc,1,3,NULL,12
Cleveland University-Kansas City,4,2,NULL,66
Columbia Area Career Center,1,1,0.7143,78
Columbia College,4,2,NULL,15498
Conception Seminary College,3,2,0.9524,90
Concordia Seminary,4,2,NULL,NULL
Cottey College,3,2,0.7063,277
Covenant Theological Seminary,4,2,NULL,NULL
Crowder College,2,1,NULL,4336
Culver-Stockton College,3,2,0.5926,809
Drury University,4,2,0.8095,4001
East Central College,2,1,NULL,3113
Eden Theological Seminary,4,2,NULL,NULL
Elaine Steven Beauty College,1,3,NULL,186
Pinnacle Career Institute,2,3,NULL,555
Evangel University,4,2,0.6425,2071
Fontbonne University,4,2,0.6524,1242
Forest Institute of Professional Psychology,4,2,NULL,NULL
Four Rivers Career Center,1,1,NULL,41
Ozarks Technical Community College,2,1,NULL,13087
Hannibal-LaGrange University,4,2,0.6814,921
Harris-Stowe State University,3,1,NULL,1266
Hickey College,3,3,NULL,372
House of Heavilin Beauty College-Kansas City,1,3,NULL,38
Summit Salon Academy Kansas City,1,3,NULL,64
Jefferson College,2,1,NULL,4974
Paul Mitchell the School-Missouri Columbia,1,3,NULL,38
Barnes-Jewish College Goldfarb School of Nursing,4,2,NULL,654
Kansas City Art Institute,3,2,0.643,735
Kenrick Glennon Seminary,4,2,0.9091,54
A T Still University of Health Sciences,4,2,NULL,NULL
Lake Career and Technical Center,1,1,NULL,13
Lex La-Ray Technical Center,1,1,NULL,35
Lincoln University,4,1,NULL,2268
Lindenwood University,4,2,0.6629,7928
State Technical College of Missouri,2,1,NULL,1241
Logan University,4,2,NULL,49
Metropolitan Community College-Kansas City,2,1,NULL,16645
Lutheran School of Nursing,1,3,1,209
Maryville University of Saint Louis,4,2,0.7611,2746
Missouri College of Cosmetology and Esthetics,1,3,NULL,107
Metro Business College-Cape Girardeau,2,3,NULL,137
Midwest Institute,2,3,NULL,179
Midwestern Baptist Theological Seminary,4,2,0.6774,255
Mineral Area College,2,1,NULL,3744
Westwood College-O'Hare Airport,3,3,NULL,298
