INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Bay State College,3,3,0.6667,588
Becker College,4,2,0.6989,1591
Bentley University,4,2,0.4672,4157
Berklee College of Music,4,2,0.5144,6338
Berkshire Community College,2,1,NULL,1366
Empire Beauty School-Boston,1,3,NULL,139
Boston Architectural College,4,2,NULL,306
Boston Graduate School of Psychoanalysis Inc,4,2,NULL,NULL
Boston College,4,2,0.2722,9637
Boston University,4,2,0.1894,16891
Brandeis University,4,2,0.299,3678
Bridgewater State University,4,1,0.8766,9195
Bristol Community College,2,1,NULL,6217
Signature Healthcare Brockton Hospital School of Nursing,1,2,0.5,250
Bunker Hill Community College,2,1,NULL,10501
Cambridge College,4,2,NULL,698
Cape Cod Community College,2,1,NULL,2440
Catherine Hinds Institute of Esthetics,1,3,NULL,210
Laboure College,3,2,0.2083,988
Clark University,4,2,0.5278,2283
Conway School of Landscape Design,4,2,NULL,NULL
Curry College,4,2,0.8706,2285
Lincoln Technical Institute-Somerville,1,3,NULL,368
Dean College,3,2,0.6882,1310
Diman Regional Technical Institute,1,1,0.7222,66
National Aviation Academy of New England,1,3,NULL,289
Eastern Nazarene College,4,2,0.5901,607
Emerson College,4,2,0.3335,3871
Emmanuel College,4,2,0.7814,2001
Endicott College,4,2,0.6931,2996
Rob Roy Academy-Fall River,1,3,NULL,62
Fisher College,4,2,0.6929,1216
Fitchburg State University,4,1,0.8835,3818
Framingham State University,4,1,0.7425,3745
Benjamin Franklin Institute of Technology,3,2,NULL,525
Gordon College,4,2,0.7405,1478
Gordon-Conwell Theological Seminary,4,2,NULL,NULL
Greenfield Community College,2,1,NULL,1472
Hampshire College,3,2,0.0197,745
Harvard University,4,2,0.0464,7547
Hebrew College,4,2,NULL,2
Hellenic College-Holy Cross Greek Orthodox School of Theology,4,2,0.641,49
College of the Holy Cross,3,2,0.3422,2931
Holyoke Community College,2,1,NULL,4335
Lasell University,4,2,0.8365,1629
Lawrence Memorial Hospital School of Nursing,2,2,NULL,282
Lesley University,4,2,0.7468,2031
Longy School of Music of Bard College,4,2,0.7297,37
Lowell Academy Hairstyling Institute,1,3,NULL,83
University of Massachusetts-Lowell,4,1,0.7335,13601
University of Massachusetts-Amherst,4,1,0.638,23907
University of Massachusetts-Boston,4,1,0.7614,12192
Massachusetts Bay Community College,2,1,NULL,3224
MCPHS University,4,2,0.8533,4004
Massachusetts College of Art and Design,4,1,0.5782,1846
Massachusetts Institute of Technology,4,2,0.067,4516
Massachusetts Maritime Academy,4,1,0.9146,1654
University of Massachusetts Medical School Worcester,4,1,NULL,NULL
William James College,4,2,NULL,29
Massachusetts School of Barbering,1,3,NULL,57
Massasoit Community College,2,1,NULL,5392
Merrimack College,4,2,0.819,3956
MGH Institute of Health Professions,4,2,NULL,177
Middlesex Community College,2,1,NULL,6152
Montserrat College of Art,3,2,NULL,366
Mount Holyoke College,4,2,0.3815,2175
Mount Wachusett Community College,2,1,NULL,3196
Rob Roy Academy-New Bedford,1,3,NULL,11
The New England Conservatory of Music,4,2,0.3694,475
New England College of Optometry,4,2,NULL,NULL
New England Law-Boston,4,2,NULL,NULL
Nichols College,4,2,0.7974,1308
Massachusetts College of Liberal Arts,4,1,0.8164,1278
North Bennet Street School,1,2,NULL,157
North Shore Community College,2,1,NULL,4835
Northeastern University,4,2,0.1805,14034
Northern Essex Community College,2,1,NULL,4242
College of Our Lady of the Elms,4,2,0.7509,1106
Pine Manor College,4,2,0.4544,248
Pope St John XXIII National Seminary,4,2,NULL,NULL
Quincy College,2,1,NULL,2876
Quinsigamond Community College,2,1,NULL,6289
Regis College,4,2,0.7926,1328
Roxbury Community College,2,1,NULL,1668
Saint John's Seminary,4,2,NULL,18
Salem State University,4,1,0.8558,5844
Simmons University,4,2,0.7313,1735
Bard College at Simon's Rock,3,2,0.9303,392
Smith College,4,2,0.3246,2526
Southeastern Technical Institute,1,1,NULL,126
Springfield College,4,2,0.6806,2152
Springfield Technical Community College,2,1,NULL,4555
University of Massachusetts-Dartmouth,4,1,0.7483,6226
Stonehill College,3,2,0.6769,2444
Suffolk University,4,2,0.8363,4820
Rob Roy Academy-Taunton,1,3,NULL,32
Tufts University,4,2,0.1495,5828
Wellesley College,3,2,0.2156,2391
Wentworth Institute of Technology,4,2,0.8114,4226
Western New England University,4,2,0.8518,2675
Westfield State University,4,1,0.8716,4791
Wheaton College (Massachusetts),3,2,0.7389,1762
Williams College,4,2,0.126,2028
Worcester Polytechnic Institute,4,2,0.4937,4655
Worcester State University,4,1,0.8075,4919
Adrian College,4,2,0.5593,1727
Albion College,3,2,0.6876,1451
Hillsdale Beauty College,1,3,NULL,22
Northwestern Technological Institute,1,3,NULL,879
Alma College,3,2,0.6238,1412
Alpena Community College,3,1,NULL,956
Andrews University,4,2,0.6704,1436
Aquinas College,4,2,0.693,1334
Baker College,4,2,0.7316,6343
Bay de Noc Community College,2,1,NULL,1163
Bayshire Academy of Beauty Craft Inc,1,3,NULL,117
Calvin University,4,2,0.769,3382
Calvin Theological Seminary,4,2,NULL,NULL
Carnegie Institute,1,3,NULL,129
Michigan School of Psychology,4,2,NULL,NULL
Central Michigan University,4,1,0.6951,14409
Mott Community College,2,1,NULL,6019
Empire Beauty School-Michigan,1,3,NULL,230
Cleary University,4,2,0.7143,462
Concordia University Ann Arbor,4,2,0.4906,895
Cranbrook Academy of Art,4,2,NULL,NULL
College for Creative Studies,4,2,0.4378,1414
Davenport University,4,2,0.8193,4616
David Pressley School of Cosmetology,1,3,NULL,251
Delta College,2,1,NULL,6836
Detroit Business Institute-Downriver,1,3,NULL,34
Michigan State University-College of Law,4,2,NULL,NULL
MIAT College of Technology,2,3,0.8333,1082
University of Detroit Mercy,4,2,0.7749,2559
Dorsey School of Business-Madison Heights,1,3,NULL,420
Dorsey College,1,3,NULL,154
Eastern Michigan University,4,1,0.7406,14381
Creative Hair School of Cosmetology,1,3,NULL,33
Ferris State University,4,1,0.8664,10398
Flint Institute of Barbering Inc,1,3,NULL,37
Glen Oaks Community College,2,1,NULL,598
Kettering University,4,2,0.7299,1763
Gogebic Community College,2,1,NULL,670
Grace Christian University,4,2,1,915
Cornerstone University,4,2,0.7757,1440
Grand Rapids Community College,2,1,NULL,11529
Grand Valley State University,4,1,0.8302,21019
Great Lakes Christian College,3,2,NULL,171
Henry Ford College,3,1,NULL,10044
Hillsdale College,4,2,0.4827,1452
Hope College,3,2,0.8567,2966
Jackson College,3,1,NULL,3402
Kalamazoo College,3,2,0.7595,1265
Kalamazoo Valley Community College,2,1,NULL,6333
Kellogg Community College,2,1,NULL,3170
Kirtland Community College,2,1,NULL,996
Michigan College of Beauty-Monroe,1,3,NULL,98
Lake Michigan College,3,1,NULL,2410
Lake Superior State University,3,1,0.5723,1738
Lansing Community College,2,1,NULL,10279
Lawrence Technological University,4,2,0.7927,1941
M J Murphy Beauty College of Mount Pleasant,1,3,NULL,36
Macomb Community College,2,1,NULL,17913
Madonna University,4,2,0.746,2343
Rochester University,4,2,1,845
University of Michigan-Ann Arbor,4,1,0.2291,31046
The Michigan Barber School,1,2,NULL,171
Michigan State University,4,1,0.7112,38950
Michigan Technological University,4,1,0.7431,5678
University of Michigan-Dearborn,4,1,0.6196,6728
University of Michigan-Flint,4,1,0.6596,5127
Mid Michigan College,2,1,NULL,2558
Monroe County Community College,2,1,NULL,1863
Montcalm Community College,2,1,NULL,1155
Muskegon Community College,2,1,NULL,3122
North Central Michigan College,2,1,NULL,1115
Northern Michigan University,4,1,0.6559,6756
Northwestern Michigan College,3,1,NULL,3113
Northwood University,4,2,0.7907,2554
Oakland Community College,2,1,NULL,12487
Oakland University,4,1,0.8305,15236
Olivet College,4,2,NULL,1001
Port Huron Cosmetology College,1,3,NULL,49
Kuyper College,3,2,0.62,137
Ross Medical Education Center-Lansing,1,3,NULL,76
Ross Medical Education Center-Warren,1,3,NULL,130
Ross Medical Education Center-Flint,1,3,NULL,151
Sacred Heart Major Seminary,4,2,1,252
Saginaw Valley State University,4,1,0.7312,7209
Schoolcraft College,3,1,NULL,8009
Siena Heights University,4,2,0.734,1974
St Clair County Community College,2,1,NULL,2477
Southwestern Michigan College,2,1,NULL,1516
Specs Howard School of Media Arts,1,3,NULL,435
Spring Arbor University,4,2,0.6566,1469
Michigan Career and Technical Institute,1,1,NULL,198
Finlandia University,3,2,0.7188,389
Western Michigan University-Thomas M. Cooley Law School,4,2,NULL,NULL
Twin City Beauty College,1,3,NULL,246
Walsh College,4,2,NULL,715
Washtenaw Community College,2,1,NULL,9790
Wayne County Community College District,2,1,NULL,9509
Wayne State University,4,1,0.7314,17219
West Shore Community College,2,1,NULL,776
Paul Mitchell the School-Grand Rapids,1,3,NULL,138
Western Michigan University,4,1,0.7986,16801
Western Theological Seminary,4,2,NULL,NULL
Wright Beauty Academy,1,3,NULL,52
Academy College,3,3,NULL,102
Alexandria Technical & Community College,2,1,NULL,1318
American Indian OIC Inc,1,2,NULL,37
Anoka Technical College,2,1,NULL,1574
Anoka-Ramsey Community College,2,1,NULL,5088
Augsburg University,4,2,0.7616,2475
Riverland Community College,2,1,NULL,2018
Northwest Technical College,2,1,NULL,622
Bemidji State University,4,1,0.649,4016
Bethany Lutheran College,3,2,0.7264,592
Bethel University,4,2,0.7852,2660
Central Lakes College-Brainerd,2,1,NULL,1731
Carleton College,3,2,0.1913,2065
Concordia College at Moorhead,4,2,0.6837,1933
Concordia University-Saint Paul,4,2,0.9811,2745
Dakota County Technical College,2,1,NULL,2107
Martin Luther College,4,2,0.8383,777
Lake Superior College,2,1,NULL,3146
Cosmetology Careers Unlimited College of Hair Skin and Nails,1,3,NULL,28
Minnesota State Community and Technical College,2,1,NULL,3652
Minnesota West Community and Technical College,2,1,NULL,1766
Gustavus Adolphus College,3,2,0.6924,2220
Hamline University,4,2,0.6773,2048
Hazelden Betty Ford Graduate School of Addiction Studies,4,2,NULL,NULL
Hennepin Technical College,2,1,NULL,3590
Hibbing Community College,2,1,NULL,790
Aveda Arts & Sciences Institute Minneapolis,1,3,NULL,478
Inver Hills Community College,2,1,NULL,2730
Itasca Community College,2,1,NULL,681
Luther Seminary,4,2,NULL,NULL
Macalester College,3,2,0.3227,2079
South Central College,2,1,NULL,2365
Minnesota State University-Mankato,4,1,0.6271,11541
Mayo Clinic College of Medicine and Science,4,2,0.2952,265
Mesabi Range College,2,1,NULL,708
Metropolitan State University,4,1,0.562,6540
University of Minnesota-Twin Cities,4,1,0.5674,31367
University of Minnesota-Crookston,3,1,0.6844,1839
Minneapolis College of Art and Design,4,2,0.585,698
Minneapolis Community and Technical College,2,1,NULL,5755
Herzing University-Minneapolis,3,2,0.7931,514
Minnesota School of Cosmetology-Woodbury Campus,1,3,NULL,167
University of Minnesota-Duluth,4,1,0.7489,8841
University of Minnesota-Morris,3,1,0.5672,1400
Model College of Hair Design,1,3,NULL,79
Minnesota State University Moorhead,4,1,0.6538,4420
North Hennepin Community College,2,1,NULL,4471
Normandale Community College,2,1,NULL,7013
North Central University,4,2,0.8989,955
Northland Community and Technical College,2,1,NULL,2117
University of Northwestern-St Paul,4,2,0.9179,1778
Northwestern Health Sciences University,4,2,NULL,173
Oak Hills Christian College,3,2,1,82
Pine Technical & Community College,2,1,NULL,677
Rainy River Community College,2,1,NULL,141
Rochester Community and Technical College,2,1,NULL,3785
College of Saint Benedict,3,2,0.8046,1736
St Cloud Technical and Community College,2,1,NULL,3601
Saint Cloud State University,4,1,0.9004,8075
Saint Johns University,4,2,0.7829,1615
Saint Mary's University of Minnesota,4,2,0.9199,1448
St Olaf College,3,2,0.4751,3033
Crown College,4,2,0.4982,768
The College of Saint Scholastica,4,2,0.7507,2444
University of St Thomas,4,2,0.8053,6312
Empire Beauty School-Bloomington,1,3,NULL,130
St Catherine University,4,2,0.6733,3107
Rasmussen University-Minnesota,4,3,NULL,3888
Saint Paul College,2,1,NULL,4956
Southwest Minnesota State University,4,1,0.6391,1927
Summit Academy Opportunities Industrialization Center,1,2,NULL,442
United Theological Seminary of the Twin Cities,4,2,NULL,NULL
Vermilion Community College,2,1,NULL,445
Dunwoody College of Technology,3,2,0.9688,1338
Ridgewater College,2,1,NULL,2586
Minnesota State College Southeast,2,1,NULL,1137
Winona State University,4,1,0.6791,6800
Mitchell Hamline School of Law,4,2,NULL,NULL
Century College,2,1,NULL,7269
Alcorn State University,4,1,0.5823,2880
Belhaven University,4,2,0.4941,2240
Blue Mountain College,4,2,0.9571,637
Chris Beauty College,1,3,NULL,80
Coahoma Community College,2,1,NULL,1443
Copiah-Lincoln Community College,2,1,NULL,2320
Delta Beauty College,1,3,NULL,22
Delta State University,4,1,0.9403,2238
East Central Community College,2,1,NULL,1836
East Mississippi Community College,2,1,NULL,3052
Fosters Cosmetology College,1,3,NULL,34
Academy of Hair Design-Grenada,1,3,NULL,33
Hinds Community College,2,1,NULL,8525
Holmes Community College,2,1,NULL,4562
Itawamba Community College,2,1,NULL,4003
Jackson State University,4,1,0.6752,5138
Jones County Junior College,2,1,NULL,3816
Meridian Community College,2,1,NULL,2962
Millsaps College,4,2,0.6881,770
Mississippi Delta Community College,2,1,NULL,1945
University of Mississippi,4,1,0.8814,16932
Mississippi University for Women,4,1,0.9664,2234
Mississippi Valley State University,4,1,0.6507,1546
Mississippi College,4,2,0.4204,2718
Hatfield's Mississippi College of Beauty Culture,1,3,NULL,54
Mississippi Gulf Coast Community College,2,1,NULL,7580
Mississippi State University,4,1,0.5386,18388
Northeast Mississippi Community College,2,1,NULL,3156
Northwest Mississippi Community College,2,1,NULL,5749
Pearl River Community College,2,1,NULL,4850
Rust College,3,2,0.5025,738
Southeastern Baptist College,3,2,NULL,61
Southwest Mississippi Community College,2,1,NULL,1870
University of Southern Mississippi,4,1,0.9694,11521
Magnolia College of Cosmetology,1,3,NULL,43
Tougaloo College,4,2,0.7069,703
Vaughn Beauty College,1,3,NULL,33
Wesley Biblical Seminary,4,2,NULL,NULL
William Carey University,4,2,0.5504,2063
Aquinas Institute of Theology,4,2,NULL,NULL
Avila University,4,2,0.4112,1135
Baptist Bible College,4,2,NULL,215
House of Heavilin Beauty College-Blue Springs,1,3,NULL,132
Cox College,4,2,0.3889,727
Calvary University,4,2,0.7778,289
Cape Girardeau Career and Technology Center,1,1,NULL,246
Central Christian College of the Bible,3,2,NULL,197
Central Methodist University-College of Liberal Arts and Sciences,3,2,0.9323,1144
University of Central Missouri,4,1,0.6503,7536
Grand River Technical School,1,1,0.7465,84
Cleveland University-Kansas City,4,2,1,74
Columbia College,4,2,NULL,8939
Conception Seminary College,3,2,1,43
Concordia Seminary,4,2,NULL,NULL
Cottey College,3,2,0.4598,256
Covenant Theological Seminary,4,2,NULL,NULL
Crowder College,2,1,NULL,2904
Culver-Stockton College,4,2,0.5218,925
Drury University,4,2,0.6442,1477
East Central College,2,1,NULL,1943
Eden Theological Seminary,4,2,NULL,NULL
Elaine Steven Beauty College,1,3,NULL,121
Pinnacle Career Institute,2,3,NULL,356
Evangel University,4,2,0.9668,1748
Fontbonne University,4,2,0.7871,857
Four Rivers Career Center,1,1,NULL,35
Ozarks Technical Community College,2,1,NULL,9575
Hannibal-LaGrange University,4,2,0.6124,605
Harris-Stowe State University,3,1,NULL,1617
House of Heavilin Beauty College-Kansas City,1,3,NULL,23
Summit Salon Academy Kansas City,1,3,NULL,50
Jefferson College,2,1,NULL,4054
Paul Mitchell the School-Missouri Columbia,1,3,NULL,111
Barnes-Jewish College Goldfarb School of Nursing,4,2,NULL,569
Kansas City Art Institute,3,2,0.5655,697
Kenrick Glennon Seminary,4,2,NULL,NULL
A T Still University of Health Sciences,4,2,NULL,NULL
Lake Career and Technical Center,1,1,NULL,9
Lex La-Ray Technical Center,1,1,0.5625,31
Lincoln University,4,1,NULL,1733
Lindenwood University,4,2,0.8756,5521
State Technical College of Missouri,2,1,NULL,1543
Logan University,4,2,0.6667,219
Metropolitan Community College-Kansas City,2,1,NULL,13084
Lutheran School of Nursing,1,3,0,164
Maryville University of Saint Louis,4,2,0.8287,4351
Missouri College of Cosmetology and Esthetics,1,3,NULL,70
Midwest Institute,2,3,0.7647,269
Midwestern Baptist Theological Seminary,4,2,1,668
Mineral Area College,2,1,NULL,1796
Missouri Baptist University,4,2,0.6104,1764
Missouri Southern State University,4,1,0.9407,4739
Missouri Valley College,4,2,0.527,1373
Missouri Western State University,4,1,NULL,3909
University of Missouri-Columbia,4,1,0.8073,21933
University of Missouri-Kansas City,4,1,0.613,7425
Missouri University of Science and Technology,4,1,0.7918,6396
University of Missouri-St Louis,4,1,0.73,6703
Moberly Area Community College,2,1,NULL,3466
Hillyard Technical Center,1,1,0.5385,70
Nazarene Theological Seminary,4,2,NULL,NULL
Neosho Beauty College,1,3,NULL,36
Truman State University,4,1,0.6261,4384
Northwest Missouri State University,4,1,0.7324,5265
Ozark Christian College,3,2,0.6701,661
College of the Ozarks,3,2,0.1026,1525
Park University,4,2,NULL,9133
Stevens-The Institute of Business & Arts,3,3,1,121
Poplar Bluff Technical Career Center,1,1,NULL,32
Ranken Technical College,3,2,NULL,1792
Research College of Nursing,4,3,NULL,219
Rockhurst University,4,2,0.6367,1493
Rolla Technical Institute/Center,1,1,0.64,108
Saint Louis University,4,2,0.5828,7127
Salem College of Hairstyling,1,3,NULL,40
American College of Hair Design Inc,1,3,NULL,21
Saint Louis Christian College,3,2,0.3793,79
University of Health Sciences and Pharmacy in St. Louis,4,2,0.9167,326
Saint Louis Community College,2,1,NULL,14827
Saint Paul School of Theology,4,2,NULL,NULL
Southwest Baptist University,4,2,0.7086,2068
Missouri State University-West Plains,2,1,NULL,1069
Saint Luke's College of Health Sciences,4,2,NULL,482
St Louis College of Health Careers-St Louis,2,3,NULL,194
State Fair Community College,2,1,NULL,3161
Stephens College,4,2,0.5625,480
Southeast Missouri State University,4,1,0.8619,8000
Missouri State University-Springfield,4,1,0.8794,15868
Three Rivers College,2,1,NULL,2299
North Central Missouri College,2,1,NULL,1153
Kansas City University,4,2,NULL,NULL
Washington University in St Louis,4,2,0.1385,7404
Webster University,4,2,0.5688,2746
Westminster College,3,2,0.9632,650
William Jewell College,3,2,0.4606,734
William Woods University,4,2,0.64,829
Academy of Cosmetology Inc,1,3,NULL,39
Blackfeet Community College,2,2,NULL,366
Butte Academy of Beauty Culture,1,3,NULL,28
Highlands College of Montana Tech,2,1,NULL,376
Crevier's Academy of Cosmetology Arts,1,3,NULL,66
Carroll College,4,2,0.6891,1165
Dawson Community College,2,1,NULL,274
Chief Dull Knife College,2,1,NULL,131
Montana State University Billings,4,1,NULL,3211
Flathead Valley Community College,2,1,NULL,1376
Aaniiih Nakoda College,2,1,NULL,131
Fort Peck Community College,2,1,NULL,269
Great Falls College Montana State University,2,1,NULL,870
University of Providence,4,2,0.5544,785
Helena College University of Montana,2,1,NULL,790
Little Big Horn College,2,1,NULL,261
Miles Community College,2,1,NULL,441
Montana Technological University,4,1,0.9096,1484
Montana State University,4,1,0.8194,14402
The University of Montana,4,1,0.9397,7515
Montana State University-Northern,4,1,NULL,922
Rocky Mountain College,4,2,0.5918,840
Salish Kootenai College,3,1,NULL,629
The University of Montana-Western,3,1,0.5649,1256
Bellevue University,4,2,NULL,8204
Clarkson College,4,2,0.4634,593
Bryan College of Health Sciences,4,2,0.7179,588
Central Community College,2,1,NULL,3614
Chadron State College,4,1,NULL,1694
College of Hair Design-Downtown,1,3,NULL,78
Concordia University-Nebraska,4,2,0.7847,1214
Creighton University,4,2,0.7371,4431
Doane University,4,2,0.7141,1346
Hastings College,4,2,0.6683,964
CHI Health School of Radiologic Technology,2,2,NULL,16
Joseph's College Cosmetology,1,3,NULL,140
University of Nebraska at Kearney,4,1,0.8518,4287
Nebraska Methodist College of Nursing & Allied Health,4,2,0.9744,766
Metropolitan Community College Area,2,1,NULL,7540
Mid-Plains Community College,2,1,NULL,1092
Midland University,4,2,0.4928,1141
Nebraska Christian College of Hope International University,3,2,0.391,110
University of Nebraska at Omaha,4,1,0.8346,12063
Nebraska Indian Community College,2,1,NULL,108
University of Nebraska Medical Center,4,1,NULL,897
Nebraska Wesleyan University,4,2,0.6778,1825
University of Nebraska-Lincoln,4,1,0.7823,20252
Northeast Community College,2,1,NULL,2590
Peru State College,4,1,NULL,1312
Summit Christian College,3,2,1,21
College of Saint Mary,4,2,0.4927,800
Southeast Community College Area,2,1,NULL,6391
Union College,4,2,0.9285,640
Nebraska College of Technical Agriculture,2,1,NULL,239
Wayne State College,4,1,NULL,2829
Western Nebraska Community College,2,1,NULL,1076
York College,4,2,0.566,417
Academy of Hair Design-Las Vegas,1,3,NULL,203
Career College of Northern Nevada,2,3,1,376
College of Southern Nevada,3,1,NULL,30090
Las Vegas College,2,3,NULL,172
University of Nevada-Las Vegas,4,1,0.8069,25236
University of Nevada-Reno,4,1,0.8822,16917
Great Basin College,3,1,NULL,2322
Sierra Nevada University,4,2,0.6361,350
Truckee Meadows Community College,3,1,NULL,7490
Western Nevada College,3,1,NULL,2379
Colby-Sawyer College,3,2,0.8961,837
Continental Academie of Hair Design-Hudson,1,3,NULL,29
Dartmouth College,4,2,0.0793,4365
Empire Beauty School-Laconia,1,3,NULL,73
Empire Beauty School-Somersworth,1,3,NULL,159
Franklin Pierce University,4,2,0.6649,1595
University of New Hampshire-Franklin Pierce School of Law,4,1,NULL,NULL
Keene Beauty Academy,1,3,NULL,62
Magdalen College,3,2,0.8732,82
Michael's School of Hair Design & Esthetics,1,3,NULL,101
New England College,4,2,1,1849
New England School of Hair Design,1,3,NULL,18
Southern New Hampshire University,4,2,0.8816,90196
New Hampshire Institute for Therapeutic Arts,1,3,NULL,6
University of New Hampshire-Main Campus,4,1,0.8403,12101
Keene State College,4,1,0.8839,3314
University of New Hampshire at Manchester,3,1,0.9079,708
Plymouth State University,4,1,0.8482,3779
NHTI-Concord's Community College,2,1,NULL,2857
White Mountains Community College,2,1,NULL,601
River Valley Community College,2,1,NULL,659
Lakes Region Community College,2,1,NULL,580
Manchester Community College,2,1,NULL,2217
Nashua Community College,2,1,NULL,1280
Great Bay Community College,2,1,NULL,1522
Paul Mitchell the School-Portsmouth,1,3,NULL,52
Rivier University,4,2,0.7483,1349
Saint Anselm College,3,2,0.7516,2030
St Joseph School of Nursing,2,2,NULL,107
Granite State College,4,1,NULL,1627
Thomas More College of Liberal Arts,3,2,0.9362,88
Eastwick College-Hackensack,2,3,NULL,441
Assumption College for Sisters,2,2,NULL,41
Atlantic Cape Community College,2,1,NULL,4788
Fortis Institute-Wayne,1,3,NULL,554
Bergen Community College,2,1,NULL,11789
Berkeley College-Woodland Park,4,3,NULL,2674
Beth Medrash Govoha,4,2,NULL,2726
Bloomfield College,4,2,0.706,1609
Brookdale Community College,2,1,NULL,9629
Rowan College at Burlington County,2,1,NULL,7789
Caldwell University,4,2,0.9325,1688
Camden County College,2,1,NULL,8183
Centenary University,4,2,0.7504,1183
Adult and Continuing Education-BCTS,1,1,NULL,92
Branford Hall Career Institute-Parsippany,1,3,NULL,36
Lincoln Technical Institute-Iselin,1,3,NULL,504
American Institute-Clifton,1,3,NULL,695
County College of Morris,2,1,NULL,6635
Rowan College South Jersey Cumberland Campus,2,1,NULL,2549
Divers Academy International,1,3,NULL,38
Drew University,4,2,0.7141,1577
Lincoln Technical Institute-South Plainfield,1,3,NULL,310
Essex County College,2,1,NULL,6615
Empire Beauty School-Union,1,3,NULL,90
Fairleigh Dickinson University-Metropolitan Campus,4,2,0.9224,3045
Felician University,4,2,0.8609,1818
Fairleigh Dickinson University-Florham Campus,4,2,0.9381,2604
Hohokus School of Trade and Technical Sciences,1,3,NULL,177
Georgian Court University,4,2,0.712,1550
Rowan University,4,1,0.7434,15751
Rowan College of South Jersey Gloucester Campus,2,1,NULL,5781
Empire Beauty School-Cherry Hill,1,3,NULL,75
Harris School of Business-Cherry Hill Campus,1,3,NULL,138
Eastwick College-Ramsey,3,3,NULL,823
Holy Name Medical Center-Sister Claire Tynan School of Nursing,1,2,0,137
Hudson County Community College,2,1,NULL,7434
New Jersey City University,4,1,0.9464,5962
Joe Kubert School of Cartoon and Graphic Art,1,3,0.96,86
Kean University,4,1,0.6856,11947
Harris School of Business-Voorhees Campus,1,3,NULL,269
Lincoln Technical Institute-Union,1,3,NULL,1427
Rizzieri Aveda School for Beauty and Wellness,1,3,NULL,252
Mercer County Community College,2,1,NULL,6305
Middlesex College,2,1,NULL,10093
Monmouth University,4,2,0.7665,4429
Montclair State University,4,1,0.7631,16477
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,1,2,0.5,611
Eastwick College-Nutley,2,3,NULL,509
New Brunswick Theological Seminary,4,2,NULL,NULL
Robert Fiance Beauty Schools-West New York,1,3,NULL,271
New Jersey Institute of Technology,4,1,0.7281,8109
Ocean County College,2,1,NULL,7087
P B Cosmetology Education Center,1,3,NULL,125
Parisian Beauty School,1,3,NULL,464
Passaic County Community College,2,1,NULL,5981
Pennco Tech-Blackwood,1,3,NULL,668
Princeton Theological Seminary,4,2,NULL,NULL
Princeton University,4,2,0.0578,5308
Rabbinical College of America,4,2,0.8615,216
Ramapo College of New Jersey,4,1,0.6558,5239
Robert Fiance Beauty Schools,1,3,NULL,222
Rider University,4,2,0.7147,3694
Rutgers University-Camden,4,1,0.792,5626
Rutgers University-New Brunswick,4,1,0.6122,35760
Rutgers University-Newark,4,1,0.719,9037
St Francis Medical Center-School of Radiologic Technology,1,2,NULL,17
Saint Francis Medical Center School of Nursing,1,2,NULL,89
Saint Peter's University,4,2,0.8096,2316
Salem Community College,2,1,NULL,852
Seton Hall University,4,2,0.7363,5910
Shore Beauty School,1,3,NULL,146
Saint Elizabeth University,4,2,0.7376,779
Raritan Valley Community College,2,1,NULL,6468
Stevens Institute of Technology,4,2,0.3996,3641
Stockton University,4,1,0.7632,8873
Talmudical Academy-New Jersey,3,2,0.8,60
Aviation Institute of Maintenance-Teterboro,1,3,NULL,182
Thomas Edison State University,4,1,NULL,9254
The College of New Jersey,4,1,0.4928,6747
Union County College,2,1,NULL,8745
William Paterson University of New Jersey,4,1,0.7517,8463
Olympian Academy of Cosmetology,1,3,NULL,745
Central New Mexico Community College,2,1,NULL,18120
Navajo Technical University,3,1,NULL,1179
New Mexico State University-Dona Ana,2,1,NULL,5407
Clovis Community College,2,1,NULL,1702
Eastern New Mexico University-Main Campus,4,1,0.5825,3292
Eastern New Mexico University-Roswell Campus,2,1,NULL,1266
Institute of American Indian and Alaska Native Culture and Arts Development,4,1,1,355
New Mexico Highlands University,4,1,NULL,1684
New Mexico Junior College,2,1,NULL,1665
New Mexico Military Institute,2,1,0.3358,383
University of New Mexico-Gallup Campus,2,1,NULL,1638
New Mexico Institute of Mining and Technology,4,1,0.7979,1241
University of New Mexico-Los Alamos Campus,2,1,NULL,687
University of New Mexico-Main Campus,4,1,0.9428,16170
New Mexico State University-Alamogordo,2,1,NULL,655
New Mexico State University-Carlsbad,2,1,NULL,559
New Mexico State University-Grants,2,1,NULL,256
New Mexico State University-Main Campus,4,1,0.5458,11153
University of New Mexico-Valencia County Campus,2,1,NULL,1261
Northern New Mexico College,3,1,NULL,840
San Juan College,2,1,NULL,4762
Santa Fe Community College,2,1,NULL,2711
University of the Southwest,4,2,0.4539,329
Southwestern College,4,2,NULL,NULL
Southwestern Indian Polytechnic Institute,2,1,NULL,438
University of New Mexico-Taos Campus,2,1,NULL,616
Mesalands Community College,2,1,NULL,464
Vogue College of Cosmetology-Santa Fe,1,3,NULL,73
Western New Mexico University,4,1,NULL,1620
Vaughn College of Aeronautics and Technology,4,2,NULL,1625
Adelphi University,4,2,0.743,5275
SUNY Adirondack,2,1,NULL,2645
Bryant & Stratton College-Albany,3,3,NULL,409
Albany College of Pharmacy and Health Sciences,4,2,0.7107,788
