INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
University of Minnesota-Twin Cities,4,1,0.496,31535
University of Minnesota-Crookston,3,1,0.687,1797
Minneapolis Business College,2,3,NULL,177
Minneapolis College of Art and Design,4,2,0.5853,675
Minneapolis Community and Technical College,2,1,NULL,6218
Herzing University-Minneapolis,3,2,0.766,372
Minnesota School of Cosmetology-Woodbury Campus,1,3,NULL,138
University of Minnesota-Duluth,4,1,0.7663,9199
University of Minnesota-Morris,3,1,0.6378,1554
Model College of Hair Design,1,3,NULL,82
Minnesota State University Moorhead,4,1,0.6039,4834
North Hennepin Community College,2,1,NULL,5124
National American University-Roseville,3,3,NULL,99
Normandale Community College,2,1,NULL,7222
North Central University,4,2,0.9074,893
Northland Community and Technical College,2,1,NULL,2300
University of Northwestern-St Paul,4,2,0.934,1827
Northwestern Health Sciences University,4,2,NULL,43
Oak Hills Christian College,3,2,0.2653,94
Pine Technical & Community College,2,1,NULL,686
Rainy River Community College,2,1,NULL,176
Rochester Community and Technical College,2,1,NULL,4204
College of Saint Benedict,3,2,0.8058,1937
St Cloud Technical and Community College,2,1,NULL,3765
Saint Cloud State University,4,1,0.8578,9676
Saint Johns University,4,2,0.8023,1720
Saint Mary's University of Minnesota,4,2,0.6438,1471
St Olaf College,3,2,0.4322,3004
Crown College,4,2,0.512,853
The College of Saint Scholastica,4,2,0.6825,2626
University of St Thomas,4,2,0.8416,6085
Empire Beauty School-Bloomington,1,3,NULL,121
St Catherine University,4,2,0.7013,3100
Rasmussen University-Minnesota,3,3,NULL,3848
Saint Paul College,2,1,NULL,5471
Southwest Minnesota State University,4,1,0.6163,2133
Summit Academy Opportunities Industrialization Center,1,2,NULL,371
United Theological Seminary of the Twin Cities,4,2,NULL,NULL
Vermilion Community College,2,1,NULL,459
Dunwoody College of Technology,3,2,0.7275,1288
Ridgewater College,2,1,NULL,2678
Minnesota State College Southeast,2,1,NULL,1388
Winona State University,4,1,0.665,7308
Mitchell Hamline School of Law,4,2,NULL,NULL
Century College,2,1,NULL,7502
Alcorn State University,4,1,0.7861,3172
Belhaven University,4,2,0.5912,2410
Blue Mountain College,4,2,0.9952,587
Chris Beauty College,1,3,NULL,91
Coahoma Community College,2,1,NULL,1625
Antonelli College-Jackson,2,3,NULL,270
Copiah-Lincoln Community College,2,1,NULL,2385
Delta Beauty College,1,3,NULL,14
Delta State University,4,1,0.8692,2360
East Central Community College,2,1,NULL,2077
East Mississippi Community College,2,1,NULL,3422
Fosters Cosmetology College,1,3,NULL,42
Academy of Hair Design-Grenada,1,3,NULL,29
Hinds Community College,2,1,NULL,9802
Holmes Community College,2,1,NULL,4853
Itawamba Community College,2,1,NULL,4358
Jackson State University,4,1,0.7173,6467
Jones County Junior College,2,1,NULL,4025
Meridian Community College,2,1,NULL,3243
Millsaps College,4,2,0.4895,801
Mississippi Delta Community College,2,1,NULL,2034
University of Mississippi,4,1,0.8391,18537
Mississippi University for Women,4,1,0.9802,2302
Mississippi Valley State University,4,1,0.8628,1713
Mississippi College,4,2,0.3903,3041
Hatfield's Mississippi College of Beauty Culture,1,3,NULL,48
Mississippi Gulf Coast Community College,2,1,NULL,7926
Mississippi State University,4,1,0.624,17723
Northeast Mississippi Community College,2,1,NULL,2975
Northwest Mississippi Community College,2,1,NULL,6522
Pearl River Community College,2,1,NULL,3817
Rust College,3,2,0.4322,860
Southeastern Baptist College,3,2,NULL,37
Southwest Mississippi Community College,2,1,NULL,1779
University of Southern Mississippi,4,1,0.9843,11747
Magnolia College of Cosmetology,1,3,NULL,139
Tougaloo College,4,2,0.7472,789
Wesley Biblical Seminary,4,2,NULL,NULL
William Carey University,4,2,0.4882,2086
Aquinas Institute of Theology,4,2,NULL,NULL
Avila University,4,2,0.3886,1229
Baptist Bible College,4,2,NULL,268
House of Heavilin Beauty College-Blue Springs,1,3,NULL,111
Cox College,4,2,1,730
Calvary University,4,2,0.7436,222
Cape Girardeau Career and Technology Center,1,1,NULL,248
Central Christian College of the Bible,3,2,0.2135,226
Central Methodist University-College of Liberal Arts and Sciences,3,2,0.9561,1059
University of Central Missouri,4,1,0.836,8589
Grand River Technical School,1,1,0.9091,71
Cleveland University-Kansas City,4,2,0.8,39
Columbia Area Career Center,1,1,0.8214,57
Columbia College,4,2,NULL,11975
Conception Seminary College,3,2,1,67
Concordia Seminary,4,2,NULL,NULL
Cottey College,3,2,0.6409,265
Covenant Theological Seminary,4,2,NULL,NULL
Crowder College,2,1,NULL,3344
Culver-Stockton College,4,2,0.5466,1029
Drury University,4,2,0.6608,2971
East Central College,2,1,NULL,2163
Eden Theological Seminary,4,2,NULL,NULL
Elaine Steven Beauty College,1,3,NULL,122
Pinnacle Career Institute,2,3,NULL,235
Evangel University,4,2,0.9935,1627
Fontbonne University,4,2,0.9236,874
Four Rivers Career Center,1,1,NULL,33
Ozarks Technical Community College,2,1,NULL,10618
Hannibal-LaGrange University,4,2,0.5455,744
Harris-Stowe State University,3,1,NULL,1423
Hickey College,3,3,NULL,246
House of Heavilin Beauty College-Kansas City,1,3,NULL,27
Summit Salon Academy Kansas City,1,3,NULL,65
Jefferson College,2,1,NULL,4182
Paul Mitchell the School-Missouri Columbia,1,3,NULL,79
Barnes-Jewish College Goldfarb School of Nursing,4,2,NULL,569
Kansas City Art Institute,3,2,0.6719,659
Kenrick Glennon Seminary,4,2,0.7059,48
A T Still University of Health Sciences,4,2,NULL,NULL
Lake Career and Technical Center,1,1,NULL,15
Lex La-Ray Technical Center,1,1,0.76,31
Lincoln University,4,1,NULL,2045
Lindenwood University,4,2,0.7375,6807
State Technical College of Missouri,2,1,NULL,1135
Logan University,4,2,1,98
Metropolitan Community College-Kansas City,2,1,NULL,14194
Lutheran School of Nursing,1,3,1,213
Maryville University of Saint Louis,4,2,0.9188,3112
Missouri College of Cosmetology and Esthetics,1,3,NULL,55
Metro Business College-Cape Girardeau,2,3,NULL,61
Midwest Institute,2,3,0.9013,270
Midwestern Baptist Theological Seminary,4,2,0.9684,501
Mineral Area College,2,1,NULL,2099
Missouri Baptist University,4,2,0.545,1819
Missouri Southern State University,4,1,0.9508,5426
Missouri Valley College,4,2,0.5365,1329
Missouri Western State University,4,1,NULL,4171
University of Missouri-Columbia,4,1,0.7809,23455
University of Missouri-Kansas City,4,1,0.6415,7854
Missouri University of Science and Technology,4,1,0.8351,6872
University of Missouri-St Louis,4,1,0.7594,7362
Moberly Area Community College,2,1,NULL,3635
Hillyard Technical Center,1,1,0.4769,106
Nazarene Theological Seminary,4,2,NULL,NULL
Neosho Beauty College,1,3,NULL,43
Truman State University,4,1,0.6749,5241
Northwest Missouri State University,4,1,0.7411,5065
Ozark Christian College,3,2,0.4922,577
College of the Ozarks,3,2,0.1348,1491
Park University,4,2,0.6904,9442
Stevens-The Institute of Business & Arts,3,3,NULL,121
Poplar Bluff Technical Career Center,1,1,NULL,21
Ranken Technical College,3,2,NULL,1642
Research College of Nursing,4,3,NULL,129
Rockhurst University,4,2,0.7246,1623
Rolla Technical Institute/Center,1,1,0.9348,113
Saint Louis University,4,2,0.6443,7209
Salem College of Hairstyling,1,3,NULL,45
American College of Hair Design Inc,1,3,NULL,13
Sikeston Career and Technology Center,1,1,NULL,43
Saint Louis Christian College,3,2,0.24,78
University of Health Sciences and Pharmacy in St. Louis,4,2,0.7202,448
Saint Louis Community College,2,1,NULL,16785
Saint Paul School of Theology,4,2,NULL,NULL
Southwest Baptist University,4,2,0.732,2252
Missouri State University-West Plains,2,1,NULL,1229
Saint Luke's College of Health Sciences,4,2,NULL,478
St Louis College of Health Careers-St Louis,2,3,NULL,258
State Fair Community College,2,1,NULL,3517
Stephens College,4,2,0.5311,647
Southeast Missouri State University,4,1,0.8455,8910
Missouri State University-Springfield,4,1,0.8404,17371
Three Rivers College,2,1,NULL,2672
North Central Missouri College,2,1,NULL,1171
Kansas City University,4,2,NULL,NULL
Washington University in St Louis,4,2,0.1596,7253
Webster University,4,2,0.5356,2954
Westminster College,3,2,0.9014,764
William Jewell College,4,2,0.4763,928
William Woods University,4,2,0.7486,919
Academy of Cosmetology Inc,1,3,NULL,31
Blackfeet Community College,2,2,NULL,372
Butte Academy of Beauty Culture,1,3,NULL,37
Highlands College of Montana Tech,2,1,NULL,456
Crevier's Academy of Cosmetology Arts,1,3,NULL,69
Carroll College,3,2,0.7781,1309
Dawson Community College,2,1,NULL,243
Chief Dull Knife College,2,1,NULL,126
Montana State University Billings,4,1,NULL,3478
Flathead Valley Community College,2,1,NULL,1538
Aaniiih Nakoda College,2,1,NULL,122
Fort Peck Community College,2,1,NULL,295
Great Falls College Montana State University,2,1,NULL,1228
University of Providence,4,2,0.616,923
Helena College University of Montana,2,1,NULL,903
Little Big Horn College,2,1,NULL,193
Miles Community College,2,1,NULL,389
Montana Technological University,4,1,0.9238,1640
Montana State University,4,1,0.8311,14383
The University of Montana,4,1,0.9264,8958
Montana State University-Northern,4,1,1,1062
Rocky Mountain College,4,2,0.6438,884
Salish Kootenai College,3,2,NULL,739
The University of Montana-Western,3,1,0.6074,1397
La'James International College,1,3,NULL,17
Bellevue University,4,2,NULL,5665
Clarkson College,4,2,0.6207,678
Bryan College of Health Sciences,4,2,0.5234,552
Central Community College,2,1,NULL,3743
Chadron State College,4,1,NULL,1916
College of Hair Design-Downtown,1,3,NULL,88
Concordia University-Nebraska,4,2,0.7495,1233
Creighton University,4,2,0.7201,4212
Doane University,3,2,0.6518,1068
Grace University,4,2,0.4591,220
Hastings College,4,2,0.6833,1082
CHI Health School of Radiologic Technology,2,2,NULL,15
Joseph's College Cosmetology,1,3,NULL,202
University of Nebraska at Kearney,4,1,0.8175,4440
Purdue University Global-Lincoln,4,3,NULL,235
Nebraska Methodist College of Nursing & Allied Health,4,2,0.6818,861
Metropolitan Community College Area,2,1,NULL,7107
Mid-Plains Community College,2,1,NULL,1205
Midland University,4,2,0.643,1211
Nebraska Christian College of Hope International University,3,2,0.4416,146
University of Nebraska at Omaha,4,1,0.8653,12424
Purdue University Global-Omaha,4,3,NULL,355
Nebraska Indian Community College,2,1,NULL,126
University of Nebraska Medical Center,4,1,NULL,849
Nebraska Wesleyan University,4,2,0.7126,1748
University of Nebraska-Lincoln,4,1,0.6438,20954
Northeast Community College,2,1,NULL,2693
Peru State College,4,1,NULL,1388
Summit Christian College,3,2,0.4,25
College of Saint Mary,4,2,0.5608,780
Southeast Community College Area,2,1,NULL,6250
Union College,4,2,0.5995,747
Nebraska College of Technical Agriculture,2,1,NULL,260
Wayne State College,4,1,NULL,2610
Western Nebraska Community College,2,1,NULL,1186
York College,4,2,0.4849,428
Academy of Hair Design-Las Vegas,1,3,NULL,239
Career College of Northern Nevada,2,3,NULL,401
College of Southern Nevada,3,1,NULL,28959
The Art Institute of Las Vegas,3,3,NULL,683
Las Vegas College,2,2,NULL,272
University of Nevada-Las Vegas,4,1,0.8107,24783
University of Nevada-Reno,4,1,0.8803,17930
Great Basin College,3,1,NULL,1981
Sierra Nevada University,4,2,0.6898,433
Truckee Meadows Community College,2,1,NULL,7859
Western Nevada College,3,1,NULL,3000
Colby-Sawyer College,3,2,0.8727,963
Continental Academie of Hair Design-Hudson,1,3,NULL,32
Dartmouth College,4,2,0.1045,4315
Empire Beauty School-Laconia,1,3,NULL,71
Empire Beauty School-Somersworth,1,3,NULL,122
Franklin Pierce University,4,2,0.7643,1710
University of New Hampshire-Franklin Pierce School of Law,4,1,NULL,NULL
Keene Beauty Academy,1,3,NULL,38
Magdalen College,3,2,1,70
Michael's School of Hair Design & Esthetics,1,3,NULL,127
New England College,4,2,0.9959,1819
New England School of Hair Design,1,3,NULL,29
Southern New Hampshire University,4,2,0.7805,68214
New Hampshire Institute for Therapeutic Arts,1,3,NULL,20
University of New Hampshire-Main Campus,4,1,0.7651,12847
Keene State College,4,1,0.8267,3688
University of New Hampshire at Manchester,3,1,0.6056,711
Plymouth State University,4,1,0.7879,4072
NHTI-Concord's Community College,2,1,NULL,3309
White Mountains Community College,2,1,NULL,622
River Valley Community College,2,1,NULL,754
Lakes Region Community College,2,1,NULL,763
Manchester Community College,2,1,NULL,2272
Nashua Community College,2,1,NULL,1534
Great Bay Community College,2,1,NULL,1616
Paul Mitchell the School-Portsmouth,1,3,NULL,34
Rivier University,4,2,0.6794,1408
Saint Anselm College,3,2,0.7605,1956
St Joseph School of Nursing,2,2,NULL,121
Granite State College,4,1,NULL,1676
Thomas More College of Liberal Arts,3,2,1,90
Eastwick College-Hackensack,2,3,0.4116,399
Assumption College for Sisters,2,2,NULL,40
Atlantic Cape Community College,2,1,NULL,5191
Fortis Institute-Wayne,1,3,NULL,599
Bergen Community College,2,1,NULL,12933
Berkeley College-Woodland Park,3,3,NULL,3342
Beth Medrash Govoha,4,2,NULL,2629
Bloomfield College,3,2,0.6398,1833
Brookdale Community College,2,1,NULL,10843
Rowan College at Burlington County,2,1,NULL,8176
Caldwell University,4,2,0.6374,1596
Camden County College,2,1,NULL,9055
Centenary University,4,2,0.87,1351
Adult and Continuing Education-BCTS,1,1,NULL,78
Branford Hall Career Institute-Parsippany,1,3,NULL,44
Lincoln Technical Institute-Iselin,1,3,NULL,380
American Institute-Clifton,1,3,NULL,652
County College of Morris,2,1,NULL,7017
Rowan College South Jersey Cumberland Campus,2,1,NULL,3045
Divers Academy International,1,3,NULL,54
Drew University,4,2,0.6343,1404
Lincoln Technical Institute-South Plainfield,1,3,NULL,308
Essex County College,2,1,NULL,8083
Empire Beauty School-Union,1,3,NULL,121
Fairleigh Dickinson University-Metropolitan Campus,4,2,0.8753,3391
Felician University,4,2,0.7941,1616
Fairleigh Dickinson University-Florham Campus,4,2,0.839,2731
Hohokus School of Trade and Technical Sciences,1,3,NULL,190
Georgian Court University,4,2,0.6886,1447
Rowan University,4,1,0.6942,15089
Rowan College of South Jersey Gloucester Campus,2,1,NULL,6186
Empire Beauty School-Cherry Hill,1,3,NULL,91
Harris School of Business-Cherry Hill Campus,1,3,NULL,236
Eastwick College-Ramsey,3,3,0.3735,768
Holy Name Medical Center-Sister Claire Tynan School of Nursing,1,2,1,159
Hudson County Community College,2,1,NULL,7984
New Jersey City University,4,1,0.9185,6359
Joe Kubert School of Cartoon and Graphic Art,1,3,0.8588,96
Kean University,4,1,0.8222,11761
Harris School of Business-Voorhees Campus,1,3,NULL,312
Lincoln Technical Institute-Union,1,3,NULL,1224
Rizzieri Aveda School for Beauty and Wellness,1,3,NULL,286
Mercer County Community College,2,1,NULL,6570
Middlesex College,2,1,NULL,10478
Monmouth University,4,2,0.7394,4683
Montclair State University,4,1,0.7066,16673
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,1,2,1,49
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,1,2,0.8,383
Eastwick College-Nutley,2,3,0.3776,486
New Brunswick Theological Seminary,4,2,NULL,NULL
Robert Fiance Beauty Schools-West New York,1,3,NULL,375
New Jersey Institute of Technology,4,1,0.6139,7489
Ocean County College,2,1,NULL,7141
P B Cosmetology Education Center,1,3,NULL,166
Parisian Beauty School,1,3,NULL,413
Passaic County Community College,2,1,NULL,6617
Pennco Tech-Blackwood,1,3,NULL,652
Princeton Theological Seminary,4,2,NULL,NULL
Princeton University,4,2,0.0641,5246
Rabbinical College of America,3,2,0.9293,227
Ramapo College of New Jersey,4,1,0.5736,5314
Robert Fiance Beauty Schools,1,3,NULL,164
Rider University,4,2,0.6712,4042
Roman Academy of Beauty Culture,1,3,NULL,98
Rutgers University-Camden,4,1,0.6933,5360
Rutgers University-New Brunswick,4,1,0.578,35296
Rutgers University-Newark,4,1,0.6424,8122
St Francis Medical Center-School of Radiologic Technology,1,2,NULL,15
Saint Francis Medical Center School of Nursing,1,2,NULL,68
Saint Peter's University,4,2,0.7118,2547
Salem Community College,2,1,NULL,896
Seton Hall University,4,2,0.7316,5717
Shore Beauty School,1,3,NULL,128
Saint Elizabeth University,4,2,0.6457,749
Raritan Valley Community College,2,1,NULL,6856
Stevens Institute of Technology,4,2,0.4388,3114
Stockton University,4,1,0.8153,8242
Talmudical Academy-New Jersey,3,2,0.8125,60
Aviation Institute of Maintenance-Teterboro,1,3,NULL,254
Thomas Edison State University,4,1,NULL,10787
The College of New Jersey,4,1,0.4753,6850
Union County College,2,1,NULL,9317
William Paterson University of New Jersey,4,1,0.9239,8710
Olympian Academy of Cosmetology,1,3,NULL,842
Central New Mexico Community College,2,1,NULL,19840
Navajo Technical University,4,1,NULL,1360
De Wolff College Hair Styling and Cosmetology,1,3,NULL,12
New Mexico State University-Dona Ana,2,1,NULL,5600
Clovis Community College,2,1,NULL,1848
Eastern New Mexico University-Main Campus,4,1,0.6045,3431
Eastern New Mexico University-Roswell Campus,2,1,NULL,1461
Institute of American Indian and Alaska Native Culture and Arts Development,4,1,1,329
New Mexico Highlands University,4,1,NULL,1858
New Mexico Junior College,2,1,NULL,2182
New Mexico Military Institute,2,1,0.4226,419
University of New Mexico-Gallup Campus,2,1,NULL,1723
New Mexico Institute of Mining and Technology,4,1,0.2168,1358
University of New Mexico-Los Alamos Campus,2,1,NULL,682
University of New Mexico-Main Campus,4,1,0.6704,18912
New Mexico State University-Alamogordo,2,1,NULL,717
New Mexico State University-Carlsbad,2,1,NULL,705
New Mexico State University-Grants,2,1,NULL,288
New Mexico State University-Main Campus,4,1,0.6384,11173
University of New Mexico-Valencia County Campus,2,1,NULL,1341
Northern New Mexico College,3,1,NULL,878
San Juan College,2,1,NULL,5172
Santa Fe Community College,2,1,NULL,3153
Santa Fe University of Art and Design,3,3,NULL,161
University of the Southwest,4,2,0.352,509
Southwestern College,4,2,NULL,NULL
Southwestern Indian Polytechnic Institute,2,1,NULL,360
University of New Mexico-Taos Campus,2,1,NULL,671
Mesalands Community College,2,1,NULL,456
Vogue College of Cosmetology-Santa Fe,1,3,NULL,61
Western New Mexico University,4,1,NULL,1762
Vaughn College of Aeronautics and Technology,3,2,NULL,1496
Adelphi University,4,2,0.7312,5162
SUNY Adirondack,2,1,NULL,3034
Bryant & Stratton College-Albany,3,3,NULL,360
Albany College of Pharmacy and Health Sciences,4,2,0.7855,886
Albany Law School,4,2,NULL,NULL
Albany Medical College,4,2,NULL,NULL
Alfred University,4,2,0.6273,1621
Allen School-Brooklyn,1,3,NULL,67
The Ailey School,1,2,0.4792,113
American Academy of Dramatic Arts-New York,2,2,0.7916,269
American Academy McAllister Institute of Funeral Service,2,2,NULL,480
Joffrey Ballet School,1,3,0.4644,167
American Musical and Dramatic Academy,3,2,0.212,1515
Apex Technical School,1,3,NULL,1094
Arnot Ogden Medical Center,1,2,0.8182,68
Associated Beth Rivkah Schools,1,2,0.9747,144
Bank Street College of Education,4,2,NULL,NULL
Bard College,4,2,0.5821,1846
Barnard College,3,2,0.1542,2540
Berk Trade and Business School,1,3,NULL,220
Berkeley College-New York,3,3,NULL,3608
Beth Hatalmud Rabbinical College,2,2,0.6,11
Beth Hamedrash Shaarei Yosher Institute,3,2,0.9643,54
Phillips School of Nursing at Mount Sinai Beth Israel,3,2,0.2,178
Brittany Beauty Academy,1,3,NULL,81
Boricua College,4,2,NULL,769
Briarcliffe College,3,3,NULL,108
Brittany Beauty Academy,1,3,NULL,164
American Beauty School,1,3,NULL,167
Brooklyn Law School,4,2,NULL,NULL
SUNY Broome Community College,2,1,NULL,5228
Bryant & Stratton College-Amherst,3,3,NULL,258
Bryant & Stratton College-Syracuse North,3,3,NULL,257
Bryant & Stratton College-Syracuse,2,3,NULL,438
Bryant & Stratton College-Buffalo,3,3,NULL,457
Bryant & Stratton College-Greece,3,3,NULL,216
Canisius College,4,2,0.7819,2324
Capri Cosmetology Learning Centers,1,3,NULL,245
St Paul's School of Nursing-Queens,2,3,NULL,582
Cayuga County Community College,2,1,NULL,2157
Cazenovia College,3,2,0.924,836
Central Yeshiva Tomchei Tmimim Lubavitz,4,2,0.9149,453
Cheryl Fells School of Business,1,3,NULL,30
Christ the King Seminary,4,2,NULL,NULL
Christine Valmy International School for Esthetics Skin Care & Makeup,1,3,NULL,387
Circle in the Square Theatre School,1,2,0.5217,60
Clarkson University,4,2,0.6571,2991
Clinton Community College,2,1,NULL,950
Cochran School of Nursing,2,2,NULL,120
Colgate Rochester Crozer Divinity School,4,2,NULL,NULL
Colgate University,4,2,0.2814,2852
Metropolitan College of New York,4,2,0.9127,772
Columbia University in the City of New York,4,2,0.064,8147
Columbia-Greene Community College,2,1,NULL,1083
Empire Beauty School-Queens,1,3,NULL,160
Concordia College,4,2,0.7553,1086
Continental School of Beauty Culture-Buffalo,1,3,NULL,39
Continental School of Beauty Culture-Batavia,1,3,NULL,26
Continental School of Beauty Culture-Rochester,1,3,NULL,322
Cooper Union for the Advancement of Science and Art,4,2,0.1305,854
Cornell University,4,2,0.1267,14815
Weill Medical College of Cornell University,4,2,NULL,NULL
SUNY Corning Community College,2,1,NULL,2367
Pomeroy College of Nursing at Crouse Hospital,2,2,0.6444,265
Culinary Institute of America,4,2,0.9718,3116
CUNY Bernard M Baruch College,4,1,0.2925,14903
CUNY Borough of Manhattan Community College,2,1,NULL,25457
CUNY Bronx Community College,2,1,NULL,10170
CUNY Brooklyn College,4,1,0.4043,13712
College of Staten Island CUNY,4,1,NULL,12118
CUNY City College,4,1,0.4637,12480
CUNY Graduate School and University Center,4,1,NULL,1854
CUNY Hostos Community College,2,1,NULL,6540
CUNY Hunter College,4,1,0.4018,15820
CUNY John Jay College of Criminal Justice,4,1,0.3875,12426
CUNY Kingsborough Community College,2,1,NULL,10915
CUNY LaGuardia Community College,2,1,NULL,15743
CUNY Lehman College,4,1,0.35,10949
CUNY Medgar Evers College,3,1,NULL,6204
CUNY New York City College of Technology,3,1,0.772,16214
CUNY Queens College,4,1,0.4273,15762
CUNY Queensborough Community College,2,1,NULL,13341
CUNY School of Law,4,1,NULL,NULL
CUNY York College,4,1,0.4447,7058
CVPH Medical Center School of Radiologic Technology,1,2,NULL,12
D'Youville College,4,2,0.9667,1664
Daemen College,4,2,0.4942,1768
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,3,2,0.9474,33
Dominican College of Blauvelt,4,2,0.6895,1413
Dutchess Community College,2,1,NULL,5655
Belanger School of Nursing,2,2,0.2,114
Elmira Business Institute,2,3,NULL,205
Elmira College,4,2,0.8511,908
Erie Community College,2,1,NULL,9356
Fashion Institute of Technology,4,1,0.4704,7924
Finger Lakes Community College,2,1,NULL,3417
Five Towns College,4,3,0.9053,614
Fordham University,4,2,0.4644,9403
The International Culinary Center,1,3,NULL,462
Fulton-Montgomery Community College,2,1,NULL,1776
Gemological Institute of America-New York,1,2,NULL,164
The General Theological Seminary,4,2,NULL,NULL
Genesee Community College,2,1,NULL,3188
Hamilton College,3,2,0.2422,1885
Hartwick College,3,2,0.8857,1194
Helene Fuld College of Nursing,3,2,NULL,480
Herkimer County Community College,2,1,NULL,1959
Hilbert College,4,2,0.8676,729
Hobart William Smith Colleges,4,2,0.6392,2220
Hofstra University,4,2,0.6395,6783
Houghton College,4,2,0.9135,1026
Hudson Valley Community College,2,1,NULL,7695
Hunter Business School,1,3,NULL,1008
Iona College,4,2,0.922,2989
Isabella Graham Hart School of Practical Nursing,1,2,NULL,70
Island Drafting and Technical Institute,2,3,NULL,90
Ithaca College,4,2,0.7052,6021
Jamestown Community College,2,1,NULL,2492
Jamestown Business College,3,3,0.9324,323
Jefferson Community College,2,1,NULL,2614
Jewish Theological Seminary of America,4,2,0.5268,158
The Juilliard School,4,2,0.0592,486
Kehilath Yakov Rabbinical Seminary,3,2,NULL,159
Keuka College,4,2,0.7003,1640
LIM College,4,3,0.9293,1427
Le Moyne College,4,2,0.6395,2676
LIU Brooklyn,4,2,0.8426,3748
Long Island University,4,2,0.8269,3133
Long Island Beauty School-Hempstead,1,3,NULL,93
Long Island Business Institute,2,3,0.7885,693
LIU Brentwood,4,2,NULL,1
Machzikei Hadath Rabbinical College,3,2,0.8308,146
Mandl School-The College of Allied Health,2,3,NULL,598
Manhattan College,4,2,0.7539,3664
Manhattan School of Music,4,2,0.4287,488
Manhattanville College,4,2,0.8206,1674
Maria College of Albany,3,2,0.4377,830
Marion S Whelan School of Nursing of Geneva General Hospital,1,2,1,31
Marist College,4,2,0.4262,5404
Marymount Manhattan College,3,2,0.7953,2109
Medaille College,4,2,0.7453,1476
St. Peter's Hospital College of Nursing,2,2,1,124
Memorial Hospital School of Radiation Therapy Technology,1,2,NULL,14
Mercy College,4,2,0.7873,6029
Mesivta Torah Vodaath Rabbinical Seminary,4,2,0.8333,252
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,3,2,0.75,30
Mesivtha Tifereth Jerusalem of America,4,2,0.8261,49
Southern Westchester BOCES-Practical Nursing Program,1,1,0.3135,121
Midway Paris Beauty School,1,3,NULL,125
Mildred Elley School-Albany Campus,2,3,NULL,521
Mirrer Yeshiva Cent Institute,4,2,1,137
Modern Welding School,1,3,NULL,98
Mohawk Valley Community College,2,1,NULL,4171
Molloy College,4,2,0.7603,3505
Monroe College,4,3,0.5222,5417
Monroe Community College,2,1,NULL,11878
Mount Saint Mary College,4,2,0.9338,2030
College of Mount Saint Vincent,4,2,0.9109,1676
Icahn School of Medicine at Mount Sinai,4,2,NULL,NULL
Nassau Community College,2,1,NULL,16964
Nazareth College,4,2,0.6264,2175
Neighborhood Playhouse School of the Theater,1,2,0.8015,98
The College of New Rochelle,4,2,0.6757,2521
The New School,4,2,0.6151,6982
The New School Center for Media,1,3,NULL,48
Northeast College of Health Sciences,4,2,NULL,NULL
New York Law School,4,2,NULL,NULL
New York Medical College,4,2,NULL,NULL
New York School for Medical and Dental Assistants,1,3,NULL,373
New York Theological Seminary,4,2,NULL,NULL
New York University,4,2,0.2766,26055
Niagara County Community College,2,1,NULL,4073
Niagara University,4,2,0.842,2902
Empire Beauty School-Peekskill,1,3,NULL,33
North Country Community College,2,1,NULL,995
New York College of Podiatric Medicine,4,2,NULL,NULL
New York Institute of Technology,4,2,0.7693,3619
New York School of Interior Design,4,2,0.3333,307
Nyack College,4,2,0.984,1387
Ohr Hameir Theological Seminary,3,2,0.8333,101
Onondaga Community College,2,1,NULL,7055
Orange County Community College,2,1,NULL,4900
Otsego Area BOCES-Practical Nursing Program,1,1,NULL,37
Pace University,4,2,0.7956,8456
Paul Smiths College of Arts and Science,3,2,0.7274,767
Continental School of Beauty Culture-West Seneca,1,3,NULL,117
Plaza College,3,3,0.3007,811
Davis College,3,2,0.4286,182
Pratt Institute-Main,4,2,0.568,3602
Rabbinical Academy Mesivta Rabbi Chaim Berlin,4,2,0.9667,151
Rabbinical College Bobover Yeshiva Bnei Zion,4,2,NULL,305
Rabbinical College Beth Shraga,3,2,0.875,39
Rabbinical College of Long Island,3,2,1,143
Rabbinical Seminary of America,4,2,0.9902,265
Rensselaer Polytechnic Institute,4,2,0.4317,6314
Roberts Wesleyan College,4,2,0.6887,1297
Rochester Institute of Technology,4,2,0.5672,12858
University of Rochester,4,2,0.3421,6320
Rockefeller University,4,2,NULL,NULL
Rockland Community College,2,1,NULL,5595
Empire Beauty School-Manhattan,1,3,NULL,481
Russell Sage College,4,2,0.556,1275
St Bernard's School of Theology and Ministry,4,2,NULL,NULL
St Bonaventure University,4,2,0.7053,1592
St Francis College,4,2,0.6321,2267
St. Joseph's College of Nursing,2,2,0.2,298
St Lawrence University,4,2,0.4833,2373
The College of Saint Rose,4,2,0.8273,2490
St. Thomas Aquinas College,4,2,0.7799,1114
Samaritan Hospital School of Nursing,2,2,1,144
Sarah Lawrence College,4,2,0.5319,1355
Schenectady County Community College,2,1,NULL,2940
Sh'or Yoshuv Rabbinical College,4,2,0.8,130
Siena College,4,2,0.7785,3132
Skidmore College,4,2,0.2452,2659
St. Joseph's College-New York,4,2,0.6768,924
