INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Moberly Area Community College,2,1,NULL,3536
Hillyard Technical Center,1,1,0.7347,90
Nazarene Theological Seminary,4,2,NULL,NULL
Neosho Beauty College,1,3,NULL,33
Truman State University,4,1,0.653,4906
Northwest Missouri State University,4,1,0.7915,5193
Ozark Christian College,3,2,0.5755,600
College of the Ozarks,3,2,0.1152,1548
Park University,4,2,NULL,9191
Stevens-The Institute of Business & Arts,3,3,1,121
Poplar Bluff Technical Career Center,1,1,NULL,21
Ranken Technical College,3,2,NULL,1698
Research College of Nursing,4,3,NULL,201
Rockhurst University,4,2,0.6612,1579
Rolla Technical Institute/Center,1,1,0.7206,108
Saint Louis University,4,2,0.5753,6917
Salem College of Hairstyling,1,3,NULL,33
American College of Hair Design Inc,1,3,NULL,28
Sikeston Career and Technology Center,1,1,NULL,43
Saint Louis Christian College,3,2,0.3333,70
University of Health Sciences and Pharmacy in St. Louis,4,2,0.7083,379
Saint Louis Community College,2,1,NULL,15918
Saint Paul School of Theology,4,2,NULL,NULL
Southwest Baptist University,4,2,0.704,2126
Missouri State University-West Plains,2,1,NULL,1144
Saint Luke's College of Health Sciences,4,2,NULL,513
St Louis College of Health Careers-St Louis,2,3,NULL,103
State Fair Community College,2,1,NULL,3495
Stephens College,4,2,0.5886,548
Southeast Missouri State University,4,1,0.8293,8379
Missouri State University-Springfield,4,1,0.8497,16948
Three Rivers College,2,1,NULL,2442
North Central Missouri College,2,1,NULL,1187
Kansas City University,4,2,NULL,NULL
Washington University in St Louis,4,2,0.1503,7356
Webster University,4,2,0.5614,2958
Westminster College,3,2,0.9446,712
William Jewell College,4,2,0.4597,803
William Woods University,4,2,0.6391,889
Academy of Cosmetology Inc,1,3,NULL,35
Blackfeet Community College,2,2,NULL,290
Butte Academy of Beauty Culture,1,3,NULL,21
Highlands College of Montana Tech,2,1,NULL,413
Crevier's Academy of Cosmetology Arts,1,3,NULL,80
Carroll College,3,2,0.7833,1210
Dawson Community College,2,1,NULL,224
Chief Dull Knife College,2,1,NULL,163
Montana State University Billings,4,1,NULL,3331
Flathead Valley Community College,2,1,NULL,1455
Aaniiih Nakoda College,2,1,NULL,113
Fort Peck Community College,2,1,NULL,237
Great Falls College Montana State University,2,1,NULL,1109
University of Providence,4,2,0.5636,876
Helena College University of Montana,2,1,NULL,854
Little Big Horn College,2,1,NULL,255
Miles Community College,2,1,NULL,404
Montana Technological University,4,1,0.9175,1585
Montana State University,4,1,0.817,14566
The University of Montana,4,1,0.882,8173
Montana State University-Northern,4,1,1,970
Rocky Mountain College,4,2,0.5845,879
Salish Kootenai College,3,2,NULL,672
The University of Montana-Western,3,1,0.6025,1310
La'James International College,1,3,NULL,8
Bellevue University,4,2,NULL,6377
Clarkson College,4,2,0.4068,646
Bryan College of Health Sciences,4,2,0.5915,566
Central Community College,2,1,NULL,3809
Chadron State College,4,1,NULL,1750
College of Hair Design-Downtown,1,3,NULL,123
Concordia University-Nebraska,4,2,0.6791,1268
Creighton University,4,2,0.7144,4405
Doane University,3,2,0.6827,1002
Hastings College,4,2,0.642,962
CHI Health School of Radiologic Technology,2,2,NULL,15
Joseph's College Cosmetology,1,3,NULL,163
University of Nebraska at Kearney,4,1,0.9363,4328
Purdue University Global-Lincoln,4,1,NULL,248
Nebraska Methodist College of Nursing & Allied Health,4,2,0.907,775
Metropolitan Community College Area,2,1,NULL,7105
Mid-Plains Community College,2,1,NULL,1151
Midland University,4,2,0.5207,1212
Nebraska Christian College of Hope International University,3,2,0.3354,129
University of Nebraska at Omaha,4,1,0.8168,12230
Purdue University Global-Omaha,4,1,NULL,276
Nebraska Indian Community College,2,1,NULL,124
University of Nebraska Medical Center,4,1,NULL,844
Nebraska Wesleyan University,4,2,0.7208,1839
University of Nebraska-Lincoln,4,1,0.7961,20592
Northeast Community College,2,1,NULL,2664
Peru State College,4,1,NULL,1324
Summit Christian College,3,2,1,23
College of Saint Mary,4,2,0.521,810
Southeast Community College Area,2,1,NULL,6057
Union College,4,2,0.9606,696
Nebraska College of Technical Agriculture,2,1,NULL,281
Wayne State College,4,1,NULL,2754
Western Nebraska Community College,2,1,NULL,1134
York College,4,2,0.5033,396
Academy of Hair Design-Las Vegas,1,3,NULL,225
Career College of Northern Nevada,2,3,NULL,359
College of Southern Nevada,3,1,NULL,29660
The Art Institute of Las Vegas,3,3,NULL,545
Las Vegas College,2,2,NULL,97
University of Nevada-Las Vegas,4,1,0.8204,24707
University of Nevada-Reno,4,1,0.8815,17513
Great Basin College,3,1,NULL,1996
Sierra Nevada University,4,2,0.6433,397
Truckee Meadows Community College,2,1,NULL,7611
Western Nevada College,3,1,NULL,2310
Colby-Sawyer College,3,2,0.8963,851
Continental Academie of Hair Design-Hudson,1,3,NULL,36
Dartmouth College,4,2,0.0874,4312
Empire Beauty School-Laconia,1,3,NULL,80
Empire Beauty School-Somersworth,1,3,NULL,173
Franklin Pierce University,4,2,0.6611,1627
University of New Hampshire-Franklin Pierce School of Law,4,1,NULL,NULL
Keene Beauty Academy,1,3,NULL,37
Magdalen College,3,2,0.3939,78
Michael's School of Hair Design & Esthetics,1,3,NULL,134
New England College,4,2,0.9979,1684
New England School of Hair Design,1,3,NULL,25
Southern New Hampshire University,4,2,0.7282,80170
New Hampshire Institute for Therapeutic Arts,1,3,NULL,25
University of New Hampshire-Main Campus,4,1,0.8352,12668
Keene State College,4,1,0.8136,3416
University of New Hampshire at Manchester,3,1,0.9299,703
Plymouth State University,4,1,0.824,4135
NHTI-Concord's Community College,2,1,NULL,3104
White Mountains Community College,2,1,NULL,617
River Valley Community College,2,1,NULL,726
Lakes Region Community College,2,1,NULL,646
Manchester Community College,2,1,NULL,2241
Nashua Community College,2,1,NULL,1385
Great Bay Community College,2,1,NULL,1609
Paul Mitchell the School-Portsmouth,1,3,NULL,50
Rivier University,4,2,0.7261,1376
Saint Anselm College,3,2,0.7664,2016
St Joseph School of Nursing,2,2,NULL,110
Granite State College,4,1,NULL,1628
Thomas More College of Liberal Arts,3,2,0.5045,90
Eastwick College-Hackensack,2,3,NULL,376
Assumption College for Sisters,2,2,NULL,42
Atlantic Cape Community College,2,1,NULL,4768
Fortis Institute-Wayne,1,3,NULL,539
Bergen Community College,2,1,NULL,12358
Berkeley College-Woodland Park,4,3,NULL,3298
Beth Medrash Govoha,4,2,NULL,2680
Bloomfield College,4,2,0.6062,1660
Brookdale Community College,2,1,NULL,10097
Rowan College at Burlington County,2,1,NULL,8134
Caldwell University,4,2,0.6664,1625
Camden County College,2,1,NULL,8285
Centenary University,4,2,0.6682,1241
Adult and Continuing Education-BCTS,1,1,NULL,70
Branford Hall Career Institute-Parsippany,1,3,NULL,14
Lincoln Technical Institute-Iselin,1,3,NULL,459
American Institute-Clifton,1,3,NULL,655
County College of Morris,2,1,NULL,6654
Rowan College South Jersey Cumberland Campus,2,1,NULL,2620
Divers Academy International,1,3,NULL,27
Drew University,4,2,0.6922,1530
Lincoln Technical Institute-South Plainfield,1,3,NULL,318
Essex County College,2,1,NULL,7014
Empire Beauty School-Union,1,3,NULL,113
Fairleigh Dickinson University-Metropolitan Campus,4,2,0.8924,3245
Felician University,4,2,0.8055,1617
Fairleigh Dickinson University-Florham Campus,4,2,0.8439,2713
Hohokus School of Trade and Technical Sciences,1,3,NULL,214
Georgian Court University,4,2,0.725,1574
Rowan University,4,1,0.7272,15755
Rowan College of South Jersey Gloucester Campus,2,1,NULL,5942
Empire Beauty School-Cherry Hill,1,3,NULL,71
Harris School of Business-Cherry Hill Campus,1,3,NULL,191
Eastwick College-Ramsey,3,3,NULL,737
Holy Name Medical Center-Sister Claire Tynan School of Nursing,1,2,1,151
Hudson County Community College,2,1,NULL,7540
New Jersey City University,4,1,0.9585,6121
Joe Kubert School of Cartoon and Graphic Art,1,3,0.962,86
Kean University,4,1,0.8598,11679
Harris School of Business-Voorhees Campus,1,3,NULL,274
Lincoln Technical Institute-Union,1,3,NULL,1368
Rizzieri Aveda School for Beauty and Wellness,1,3,NULL,295
Mercer County Community College,2,1,NULL,6530
Middlesex College,2,1,NULL,9999
Monmouth University,4,2,0.7701,4595
Montclair State University,4,1,0.7091,16812
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,1,2,0.3333,70
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,1,2,0.7391,587
Eastwick College-Nutley,2,3,NULL,486
New Brunswick Theological Seminary,4,2,NULL,NULL
Robert Fiance Beauty Schools-West New York,1,3,NULL,64
New Jersey Institute of Technology,4,1,0.6366,7820
Ocean County College,2,1,NULL,7026
P B Cosmetology Education Center,1,3,NULL,132
Parisian Beauty School,1,3,NULL,412
Passaic County Community College,2,1,NULL,5964
Pennco Tech-Blackwood,1,3,NULL,558
Princeton Theological Seminary,4,2,NULL,NULL
Princeton University,4,2,0.0548,5301
Rabbinical College of America,3,2,0.8732,224
Ramapo College of New Jersey,4,1,0.6289,5262
Robert Fiance Beauty Schools,1,3,NULL,102
Rider University,4,2,0.6967,3830
Rutgers University-Camden,4,1,0.7138,5618
Rutgers University-New Brunswick,4,1,0.6011,35656
Rutgers University-Newark,4,1,0.6274,8761
St Francis Medical Center-School of Radiologic Technology,1,2,NULL,15
Saint Francis Medical Center School of Nursing,1,2,NULL,85
Saint Peter's University,4,2,0.7424,2512
Salem Community College,2,1,NULL,804
Seton Hall University,4,2,0.7036,5919
Shore Beauty School,1,3,NULL,115
Saint Elizabeth University,4,2,0.7255,751
Raritan Valley Community College,2,1,NULL,6491
Stevens Institute of Technology,4,2,0.4142,3420
Stockton University,4,1,0.8437,8569
Talmudical Academy-New Jersey,3,2,0.8333,58
Aviation Institute of Maintenance-Teterboro,1,3,NULL,233
Thomas Edison State University,4,1,NULL,9883
The College of New Jersey,4,1,0.498,6886
Union County College,2,1,NULL,8975
William Paterson University of New Jersey,4,1,0.9333,8643
Olympian Academy of Cosmetology,1,3,NULL,742
Central New Mexico Community College,2,1,NULL,19052
Navajo Technical University,4,1,NULL,1172
New Mexico State University-Dona Ana,2,1,NULL,5472
Clovis Community College,2,1,NULL,1879
Eastern New Mexico University-Main Campus,4,1,0.6038,3347
Eastern New Mexico University-Roswell Campus,2,1,NULL,1399
Institute of American Indian and Alaska Native Culture and Arts Development,4,1,1,327
New Mexico Highlands University,4,1,NULL,1778
New Mexico Junior College,2,1,NULL,1710
New Mexico Military Institute,2,1,0.3741,412
University of New Mexico-Gallup Campus,2,1,NULL,1565
New Mexico Institute of Mining and Technology,4,1,0.9337,1333
University of New Mexico-Los Alamos Campus,2,1,NULL,666
University of New Mexico-Main Campus,4,1,0.6961,17321
New Mexico State University-Alamogordo,2,1,NULL,682
New Mexico State University-Carlsbad,2,1,NULL,606
New Mexico State University-Grants,2,1,NULL,274
New Mexico State University-Main Campus,4,1,0.6566,11139
University of New Mexico-Valencia County Campus,2,1,NULL,1266
Northern New Mexico College,3,1,NULL,878
San Juan College,2,1,NULL,4790
Santa Fe Community College,2,1,NULL,2820
University of the Southwest,4,2,0.4478,416
Southwestern College,4,2,NULL,NULL
Southwestern Indian Polytechnic Institute,2,1,NULL,362
University of New Mexico-Taos Campus,2,1,NULL,616
Mesalands Community College,2,1,NULL,385
Vogue College of Cosmetology-Santa Fe,1,3,NULL,66
Western New Mexico University,4,1,NULL,1738
Vaughn College of Aeronautics and Technology,4,2,NULL,1533
Adelphi University,4,2,0.7418,5307
SUNY Adirondack,2,1,NULL,2889
Bryant & Stratton College-Albany,3,3,NULL,404
Albany College of Pharmacy and Health Sciences,4,2,0.7189,857
Albany Law School,4,2,NULL,NULL
Albany Medical College,4,2,NULL,NULL
Alfred University,4,2,0.6269,1591
Allen School-Brooklyn,1,3,NULL,149
The Ailey School,1,2,0.3777,93
American Academy of Dramatic Arts-New York,2,2,0.8373,270
American Academy McAllister Institute of Funeral Service,2,2,NULL,440
Joffrey Ballet School,1,3,0.6767,173
American Musical and Dramatic Academy,3,2,0.2366,1676
Apex Technical School,1,3,NULL,1288
Arnot Ogden Medical Center,1,2,1,69
Associated Beth Rivkah Schools,1,2,0.9701,195
Bank Street College of Education,4,2,NULL,NULL
Bard College,4,2,0.6456,1795
Barnard College,3,2,0.1392,2557
Berk Trade and Business School,1,3,NULL,261
Berkeley College-New York,3,3,NULL,3505
Berkowits School of Electrolysis,1,3,NULL,139
Beth Hatalmud Rabbinical College,3,2,NULL,6
Beth Hamedrash Shaarei Yosher Institute,3,2,0.7879,74
Phillips School of Nursing at Mount Sinai Beth Israel,3,2,0.6667,199
Brittany Beauty Academy,1,3,NULL,105
Boricua College,4,2,NULL,639
Brittany Beauty Academy,1,3,NULL,219
American Beauty School,1,3,NULL,151
Brooklyn Law School,4,2,NULL,NULL
SUNY Broome Community College,2,1,NULL,4911
Bryant & Stratton College-Amherst,3,3,NULL,281
Bryant & Stratton College-Syracuse North,3,3,NULL,263
Bryant & Stratton College-Syracuse,2,3,NULL,413
Bryant & Stratton College-Buffalo,3,3,NULL,498
Bryant & Stratton College-Greece,3,3,NULL,216
Canisius College,4,2,0.787,2191
Capri Cosmetology Learning Centers,1,3,NULL,271
St Paul's School of Nursing-Queens,2,3,NULL,552
Cayuga County Community College,2,1,NULL,2039
Cazenovia College,3,2,0.8215,845
Central Yeshiva Tomchei Tmimim Lubavitz,4,2,1,449
Cheryl Fells School of Business,1,3,NULL,17
Christ the King Seminary,4,2,NULL,NULL
Christine Valmy International School for Esthetics Skin Care & Makeup,1,3,NULL,495
Circle in the Square Theatre School,1,2,0.3846,48
Clarkson University,4,2,0.7108,2983
Clinton Community College,2,1,NULL,807
Cochran School of Nursing,2,2,NULL,107
Colgate Rochester Crozer Divinity School,4,2,NULL,NULL
Colgate University,4,2,0.2493,2934
Metropolitan College of New York,4,2,0.7895,697
Columbia University in the City of New York,4,2,0.0591,8216
Columbia-Greene Community College,2,1,NULL,1111
Empire Beauty School-Queens,1,3,NULL,141
Concordia College,4,2,0.8133,1202
Continental School of Beauty Culture-Rochester,1,3,NULL,335
Cooper Union for the Advancement of Science and Art,4,2,0.1602,845
Cornell University,4,2,0.1061,15105
Weill Medical College of Cornell University,4,2,NULL,NULL
SUNY Corning Community College,2,1,NULL,2171
Pomeroy College of Nursing at Crouse Hospital,2,2,0.6591,247
Culinary Institute of America,4,2,0.9797,2956
CUNY Bernard M Baruch College,4,1,0.3929,14629
CUNY Borough of Manhattan Community College,2,1,NULL,25063
CUNY Bronx Community College,2,1,NULL,9533
CUNY Brooklyn College,4,1,0.4426,13954
College of Staten Island CUNY,4,1,NULL,11815
CUNY City College,4,1,0.4827,12503
CUNY Graduate School and University Center,4,1,NULL,2105
CUNY Hostos Community College,2,1,NULL,6563
CUNY Hunter College,4,1,0.3642,16205
CUNY John Jay College of Criminal Justice,4,1,0.4058,12852
CUNY Kingsborough Community College,2,1,NULL,10506
CUNY LaGuardia Community College,2,1,NULL,15592
CUNY Lehman College,4,1,0.3967,11559
CUNY Medgar Evers College,3,1,NULL,5919
CUNY New York City College of Technology,3,1,0.7505,16204
CUNY Queens College,4,1,0.4765,15645
CUNY Queensborough Community College,2,1,NULL,13101
CUNY School of Law,4,1,NULL,NULL
CUNY York College,4,1,0.5276,7126
CVPH Medical Center School of Radiologic Technology,1,2,0.5,8
D'Youville College,4,2,0.996,1620
Daemen College,4,2,0.5392,1712
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,3,2,0.8333,33
Dominican College of Blauvelt,4,2,0.7677,1433
Dutchess Community College,2,1,NULL,5224
Belanger School of Nursing,2,2,0,105
Elmira Business Institute,2,3,NULL,146
Elmira College,4,2,0.8445,787
Erie Community College,2,1,NULL,8773
Fashion Institute of Technology,4,1,0.5267,7938
Finger Lakes Community College,2,1,NULL,3146
Five Towns College,4,3,0.413,590
Fordham University,4,2,0.4602,9392
The International Culinary Center,1,3,NULL,428
Fulton-Montgomery Community College,2,1,NULL,1647
Gemological Institute of America-New York,1,2,NULL,139
The General Theological Seminary,4,2,NULL,NULL
Genesee Community College,2,1,NULL,2839
Hamilton College,3,2,0.2128,1989
Hartwick College,3,2,0.8334,1165
Helene Fuld College of Nursing,3,2,NULL,488
Herkimer County Community College,2,1,NULL,1704
Hilbert College,4,2,0.8358,725
Hobart William Smith Colleges,4,2,0.5717,2206
Hofstra University,4,2,0.632,6616
Houghton College,4,2,0.9509,981
Hudson Valley Community College,2,1,NULL,7562
Hunter Business School,1,3,NULL,1093
Iona College,4,2,0.8816,3005
Isabella Graham Hart School of Practical Nursing,1,2,NULL,78
Island Drafting and Technical Institute,2,3,NULL,82
Ithaca College,4,2,0.6854,6072
Jamestown Community College,2,1,NULL,2389
Jamestown Business College,3,3,0.9,298
Jefferson Community College,2,1,NULL,2409
Jewish Theological Seminary of America,4,2,0.4676,146
The Juilliard School,4,2,0.0762,487
Kehilath Yakov Rabbinical Seminary,3,2,NULL,159
Keuka College,4,2,0.856,1671
LIM College,4,3,0.8346,1503
Le Moyne College,4,2,0.688,2607
Long Island University,4,2,0.7554,6323
Long Island Beauty School-Hempstead,1,3,NULL,104
Long Island Business Institute,2,3,0.7422,637
Machzikei Hadath Rabbinical College,3,2,0.9,149
Mandl School-The College of Allied Health,2,3,NULL,581
Manhattan College,4,2,0.7455,3654
Manhattan School of Music,4,2,0.3784,511
Manhattanville College,4,2,0.8994,1546
Maria College of Albany,3,2,0.398,876
Marion S Whelan School of Nursing of Geneva General Hospital,1,2,1,24
Marist College,4,2,0.4623,5405
Marymount Manhattan College,3,2,0.7807,2032
Medaille College,4,2,0.6348,1490
St. Peter's Hospital College of Nursing,2,2,1,114
Memorial Hospital School of Radiation Therapy Technology,1,2,NULL,15
Mercy College,4,2,0.7945,5870
Mesivta Torah Vodaath Rabbinical Seminary,4,2,0.625,206
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,3,2,0.875,33
Mesivtha Tifereth Jerusalem of America,3,2,0.9048,43
Southern Westchester BOCES-Practical Nursing Program,1,1,0.3544,106
Midway Paris Beauty School,1,3,NULL,68
Mildred Elley School-Albany Campus,2,3,NULL,422
Mirrer Yeshiva Cent Institute,4,2,0.75,133
Modern Welding School,1,3,NULL,86
Mohawk Valley Community College,2,1,NULL,3946
Molloy College,4,2,0.8103,3409
Monroe College,4,3,0.4387,5482
Monroe Community College,2,1,NULL,11251
Mount Saint Mary College,4,2,0.9378,1996
Montefiore School of Nursing,2,2,NULL,148
College of Mount Saint Vincent,4,2,0.7782,1630
Icahn School of Medicine at Mount Sinai,4,2,NULL,NULL
Nassau Community College,2,1,NULL,15322
Nazareth College,4,2,0.6363,2252
Neighborhood Playhouse School of the Theater,1,2,0.5455,83
The College of New Rochelle,4,2,0.8254,2305
The New School,4,2,0.5673,7274
The New School Center for Media,1,3,NULL,40
Northeast College of Health Sciences,4,2,NULL,NULL
New York Law School,4,2,NULL,NULL
New York Medical College,4,2,NULL,NULL
New York School for Medical and Dental Assistants,1,3,NULL,354
New York Theological Seminary,4,2,NULL,NULL
New York University,4,2,0.1999,26339
Niagara County Community College,2,1,NULL,3735
Niagara University,4,2,0.8663,2749
Empire Beauty School-Peekskill,1,3,NULL,28
North Country Community College,2,1,NULL,929
New York College of Podiatric Medicine,4,2,NULL,NULL
New York Institute of Technology,4,2,0.7575,3592
New York School of Interior Design,4,2,0.2175,349
Nyack College,4,2,0.9825,1329
Ohr Hameir Theological Seminary,2,2,NULL,94
Onondaga Community College,2,1,NULL,6190
Orange County Community College,2,1,NULL,4921
Otsego Area BOCES-Practical Nursing Program,1,1,NULL,30
Pace University,4,2,0.7587,8439
Paul Smiths College of Arts and Science,3,2,0.8618,740
Continental School of Beauty Culture-West Seneca,1,3,NULL,129
Plaza College,3,3,0.302,823
Davis College,3,2,0.4231,139
Pratt Institute-Main,4,2,0.507,3591
Rabbinical Academy Mesivta Rabbi Chaim Berlin,4,2,1,174
Rabbinical College Bobover Yeshiva Bnei Zion,4,2,NULL,359
Rabbinical College Beth Shraga,0,2,1,47
Rabbinical College of Long Island,3,2,0.9778,156
Rabbinical Seminary of America,4,2,0.9873,267
Rensselaer Polytechnic Institute,4,2,0.4299,6590
Roberts Wesleyan College,4,2,0.6461,1329
Rochester Institute of Technology,4,2,0.6602,12886
University of Rochester,4,2,0.2942,6348
Rockefeller University,4,2,NULL,NULL
Rockland Community College,2,1,NULL,5430
Empire Beauty School-Manhattan,1,3,NULL,432
Russell Sage College,4,2,0.933,1438
St Bernard's School of Theology and Ministry,4,2,NULL,NULL
St Bonaventure University,4,2,0.7284,1730
St Francis College,4,2,0.7664,2315
St. Joseph's College of Nursing,2,2,1,318
St Lawrence University,4,2,0.4607,2406
The College of Saint Rose,4,2,0.8739,2469
St. Thomas Aquinas College,4,2,0.76,1180
Samaritan Hospital School of Nursing,2,2,1,130
Sarah Lawrence College,4,2,0.5585,1369
Schenectady County Community College,2,1,NULL,2677
Sh'or Yoshuv Rabbinical College,3,2,0.6667,138
Siena College,4,2,0.8014,3135
Skidmore College,4,2,0.2693,2598
St. Joseph's College-New York,4,2,0.6977,937
St. Joseph's College-Long Island,4,2,0.7667,3120
Saint Vladimirs Orthodox Theological Seminary,4,2,NULL,NULL
Saint Elizabeth College of Nursing,2,2,0,197
Saint John Fisher College,4,2,0.6445,2728
St Paul's School of Nursing-Staten Island,2,3,NULL,579
St. John's University-New York,4,2,0.7306,11907
Branford Hall Career Institute-Bohemia Campus,1,3,NULL,107
Sullivan County Community College,2,1,NULL,996
SUNY College of Technology at Alfred,3,1,0.6297,3721
SUNY College of Technology at Canton,3,1,0.7799,3127
SUNY College of Technology at Delhi,4,1,0.6361,3142
SUNY College of Agriculture and Technology at Cobleskill,3,1,0.7709,2231
Farmingdale State College,3,1,0.4607,9394
SUNY Morrisville,3,1,0.7186,2758
SUNY at Albany,4,1,0.5208,13434
Binghamton University,4,1,0.3981,13990
University at Buffalo,4,1,0.5585,21404
Stony Brook University,4,1,0.4198,17407
SUNY College of Environmental Science and Forestry,4,1,0.614,1819
SUNY Polytechnic Institute,4,1,0.6484,2120
SUNY Brockport,4,1,0.5331,7015
SUNY Buffalo State,4,1,0.6052,7944
SUNY Cortland,4,1,0.4425,6325
SUNY at Fredonia,4,1,0.7619,4402
SUNY College at Geneseo,4,1,0.6481,5490
State University of New York at New Paltz,4,1,0.4135,6586
SUNY Oneonta,4,1,0.5066,6021
SUNY College at Oswego,4,1,0.5362,7039
SUNY College at Potsdam,4,1,0.643,3287
SUNY at Purchase College,4,1,0.6505,4024
SUNY College of Optometry,4,1,NULL,NULL
SUNY College at Old Westbury,4,1,0.7786,4645
SUNY College at Plattsburgh,4,1,0.5425,5229
SUNY Downstate Health Sciences University,4,1,NULL,211
SUNY Empire State College,4,1,NULL,8398
SUNY Maritime College,4,1,0.7166,1581
Upstate Medical University,4,1,NULL,248
Swedish Institute a College of Health Sciences,2,3,NULL,700
Syracuse University,4,2,0.4986,14759
Talmudical Seminary Oholei Torah,3,2,0.9429,310
Talmudical Institute of Upstate New York,3,2,NULL,6
Teachers College at Columbia University,4,2,NULL,NULL
Tompkins Cortland Community College,2,1,NULL,2077
Torah Temimah Talmudical Seminary,3,2,0.8,21
Touro College,4,2,0.7054,5243
Trocaire College,3,2,NULL,1213
Excelsior College,4,2,NULL,27207
Ulster County Community College,2,1,NULL,1891
Union College,3,2,0.3868,2180
Union Theological Seminary in the City of New York,4,2,NULL,NULL
United Talmudical Seminary,3,2,NULL,1988
United States Merchant Marine Academy,4,1,0.219,996
United States Military Academy,3,1,0.1146,4589
Utica College,4,2,0.8442,3602
Vassar College,3,2,0.2458,2436
Villa Maria College,3,2,0.7463,538
School of Visual Arts,4,3,0.7,3693
Wagner College,4,2,0.6981,1752
Webb Institute,3,2,0.3333,104
Wells College,3,2,0.7871,463
The College of Westchester,3,3,0.9672,806
SUNY Westchester Community College,2,1,NULL,10297
Westchester School of Beauty Culture,1,3,NULL,74
Word of Life Bible Institute,1,2,NULL,497
Yeshiva Karlin Stolin,3,2,0.9574,147
Yeshiva Derech Chaim,4,2,0.4861,88
Yeshiva of Nitra Rabbinical College,4,2,NULL,194
Yeshiva Shaar Hatorah,3,2,0.8056,69
Yeshiva University,4,2,0.6028,2682
Yeshivath Viznitz,3,2,0.9909,492
Yeshivath Zichron Moshe,3,2,0.48,178
College of the Albemarle,2,1,NULL,1483
South Piedmont Community College,2,1,NULL,1412
Appalachian State University,4,1,0.6946,17265
Asheville-Buncombe Technical Community College,2,1,NULL,4569
Barton College,4,2,0.3962,965
Beaufort County Community College,2,1,NULL,1387
Belmont Abbey College,3,2,0.7978,1505
Bennett College,3,2,0.9634,469
Bladen Community College,2,1,NULL,702
Blue Ridge Community College,2,1,NULL,1471
Brevard College,3,2,0.4609,698
Brunswick Community College,2,1,NULL,984
Cabarrus College of Health Sciences,4,2,0.4107,396
Caldwell Community College and Technical Institute,2,1,NULL,2311
Campbell University,4,2,0.763,4199
Cape Fear Community College,2,1,NULL,6885
Carolina School of Broadcasting,1,3,NULL,54
Carteret Community College,2,1,NULL,944
Catawba College,4,2,0.5162,1283
Catawba Valley Community College,2,1,NULL,3115
Central Carolina Community College,2,1,NULL,3133
Central Piedmont Community College,2,1,NULL,16065
Chowan University,3,2,0.5929,1394
Cleveland Community College,2,1,NULL,1852
Coastal Carolina Community College,2,1,NULL,3414
Craven Community College,2,1,NULL,2571
Davidson-Davie Community College,2,1,NULL,2592
Davidson College,3,2,0.195,1839
Duke University,4,2,0.0891,6596
Durham Technical Community College,2,1,NULL,4122
East Carolina University,4,1,0.822,22330
Edgecombe Community College,2,1,NULL,1547
Elizabeth City State University,4,1,0.5929,1553
Elon University,4,2,0.7214,6196
Fayetteville Technical Community College,2,1,NULL,9567
Fayetteville State University,4,1,0.6787,4915
Forsyth Technical Community College,2,1,NULL,6465
Gardner-Webb University,4,2,0.4814,2010
Gaston College,2,1,NULL,5261
Greensboro College,4,2,0.4446,755
Guilford College,3,2,0.6447,1414
Guilford Technical Community College,2,1,NULL,10288
Halifax Community College,2,1,NULL,605
Haywood Community College,2,1,NULL,1043
Heritage Bible College,3,2,NULL,32
High Point University,4,2,0.7695,4498
Isothermal Community College,2,1,NULL,1173
James Sprunt Community College,2,1,NULL,903
Johnson C Smith University,4,2,0.4583,1480
Johnston Community College,2,1,NULL,2769
Lees-McRae College,3,2,0.5718,952
Lenoir Community College,2,1,NULL,1521
Lenoir-Rhyne University,4,2,0.7389,1699
Leons Beauty School Inc,1,3,NULL,178
Livingstone College,3,2,0.4164,1148
Louisburg College,2,2,0.8638,594
Mars Hill University,4,2,0.5737,1130
Martin Community College,2,1,NULL,264
Mayland Community College,2,1,NULL,1041
McDowell Technical Community College,2,1,NULL,580
Meredith College,4,2,0.6257,1563
Methodist University,4,2,0.5469,1757
Miller-Motte College-Wilmington,3,3,NULL,1668
Mitchell Community College,2,1,NULL,1894
Mitchells Academy,1,3,NULL,17
Montgomery Community College,2,1,NULL,480
Montreat College,4,2,0.5521,714
University of Mount Olive,4,2,0.5296,2853
College of Wilmington,1,3,NULL,150
Nash Community College,2,1,NULL,2173
North Carolina A & T State University,4,1,0.6143,10299
University of North Carolina at Asheville,4,1,0.9363,3478
University of North Carolina at Chapel Hill,4,1,0.2271,18946
University of North Carolina at Charlotte,4,1,0.6683,23939
University of North Carolina at Greensboro,4,1,0.8384,16238
North Carolina Central University,4,1,0.4664,5913
University of North Carolina School of the Arts,4,1,0.3823,890
North Carolina State University at Raleigh,4,1,0.4685,23708
North Carolina Wesleyan College,3,2,0.6279,1999
University of North Carolina Wilmington,4,1,0.6125,14076
Pamlico Community College,2,1,NULL,405
William Peace University,3,2,0.5713,881
University of North Carolina at Pembroke,4,1,0.8123,5960
Pfeiffer University,4,2,0.6453,900
Piedmont Community College,2,1,NULL,819
