INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Macalester College,3,2,0.371,2122
South Central College,2,1,NULL,2420
Minnesota State University-Mankato,4,1,0.6249,12154
Mayo Clinic College of Medicine and Science,4,2,NULL,NULL
Mayo Clinic School of Health Sciences,4,2,NULL,198
Argosy University-Twin Cities,4,3,NULL,1014
Mesabi Range College,2,1,NULL,753
Metropolitan State University,4,1,1,7290
University of Minnesota-Twin Cities,4,1,0.4441,30975
University of Minnesota-Crookston,3,1,0.6817,1821
Minneapolis Business College,2,3,NULL,231
Minneapolis College of Art and Design,4,2,0.6525,690
Minneapolis Community and Technical College,2,1,NULL,6603
Herzing University-Minneapolis,3,3,1,310
Minnesota School of Cosmetology-Woodbury Campus,1,3,NULL,136
University of Minnesota-Duluth,4,1,0.7655,9051
University of Minnesota-Morris,3,1,0.5806,1680
Model College of Hair Design,1,3,NULL,95
Minnesota State University Moorhead,4,1,0.5961,4968
North Hennepin Community College,2,1,NULL,5494
National American University-Roseville,3,3,NULL,152
Sanford-Brown College-Mendota Heights,3,3,NULL,6
Normandale Community College,2,1,NULL,7382
North Central University,4,2,0.6608,903
Northland Community and Technical College,2,1,NULL,2445
University of Northwestern-St Paul,4,2,0.8692,1883
Northwestern Health Sciences University,4,2,NULL,91
Oak Hills Christian College,3,2,0.1636,113
Pine Technical & Community College,2,1,NULL,620
Rainy River Community College,2,1,NULL,203
Rochester Community and Technical College,2,1,NULL,4436
College of Saint Benedict,3,2,0.8774,1958
St Cloud Technical and Community College,2,1,NULL,3975
Saint Cloud State University,4,1,0.8509,10283
Saint Johns University,4,2,0.8778,1754
Saint Mary's University of Minnesota,4,2,0.7924,1552
St Olaf College,3,2,0.4476,2991
Crown College,4,2,0.5413,890
The College of Saint Scholastica,4,2,0.6371,2741
University of St Thomas,4,2,0.8266,5983
Empire Beauty School-Bloomington,1,3,NULL,105
St Catherine University,4,2,0.9083,3097
Rasmussen University-Minnesota,3,3,NULL,3869
Saint Paul College,2,1,NULL,5673
Southwest Minnesota State University,4,1,0.5419,2321
Summit Academy Opportunities Industrialization Center,1,2,NULL,312
United Theological Seminary of the Twin Cities,4,2,NULL,NULL
Vermilion Community College,2,1,NULL,435
Dunwoody College of Technology,3,2,0.674,1259
Ridgewater College,2,1,NULL,2889
Minnesota State College Southeast,2,1,NULL,1489
Winona State University,4,1,0.5975,7485
Mitchell Hamline School of Law,4,2,NULL,NULL
Century College,2,1,NULL,7818
Alcorn State University,4,1,0.7844,2812
Belhaven University,4,2,0.4256,2566
Blue Mountain College,4,2,0.9686,541
Chris Beauty College,1,3,NULL,52
Coahoma Community College,2,1,NULL,1759
Antonelli College-Jackson,2,3,NULL,301
Copiah-Lincoln Community College,2,1,NULL,2495
Delta Beauty College,1,3,NULL,29
Delta State University,4,1,0.8941,2429
East Central Community College,2,1,NULL,1970
East Mississippi Community College,2,1,NULL,3905
Fosters Cosmetology College,1,3,NULL,49
Academy of Hair Design-Grenada,1,3,NULL,23
Hinds Community College,2,1,NULL,10042
Holmes Community College,2,1,NULL,4816
Itawamba Community College,2,1,NULL,4639
Jackson State University,4,1,0.6332,7457
Jones County Junior College,2,1,NULL,4266
Meridian Community College,2,1,NULL,3308
Millsaps College,4,2,0.5915,792
Mississippi Delta Community College,2,1,NULL,2006
University of Mississippi,4,1,0.783,18931
Mississippi University for Women,4,1,0.988,2308
Mississippi Valley State University,4,1,0.8445,1792
Mississippi College,4,2,0.4947,2943
Hatfield's Mississippi College of Beauty Culture,1,3,NULL,54
Mississippi Gulf Coast Community College,2,1,NULL,8374
Mississippi State University,4,1,0.5567,17371
Northeast Mississippi Community College,2,1,NULL,3040
Northwest Mississippi Community College,2,1,NULL,6997
Pearl River Community College,2,1,NULL,4254
Rust College,3,2,0.4686,1004
Southeastern Baptist College,3,2,NULL,39
Southwest Mississippi Community College,2,1,NULL,1744
University of Southern Mississippi,4,1,0.6014,11658
Magnolia College of Cosmetology,1,3,NULL,150
Tougaloo College,3,2,0.518,839
Wesley Biblical Seminary,4,2,NULL,NULL
William Carey University,4,2,0.5103,2087
Aquinas Institute of Theology,4,2,NULL,NULL
Evangel University - Assemblies of God Theological Seminary,4,2,NULL,NULL
Avila University,4,2,0.563,1292
Baptist Bible College,4,2,NULL,320
House of Heavilin Beauty College-Blue Springs,1,3,NULL,116
Cox College,4,2,0.5926,735
Calvary University,4,2,0.9773,194
Cape Girardeau Career and Technology Center,1,1,NULL,250
Central Christian College of the Bible,3,2,0.276,233
Central Methodist University-College of Liberal Arts and Sciences,3,2,0.6103,1090
University of Central Missouri,4,1,0.7462,8756
Grand River Technical School,1,1,0.7465,61
Cleveland University-Kansas City,4,2,NULL,52
Columbia Area Career Center,1,1,0.7097,59
Columbia College,4,2,NULL,14790
Conception Seminary College,3,2,1,87
Concordia Seminary,4,2,NULL,NULL
Cottey College,3,2,0.6872,283
Covenant Theological Seminary,4,2,NULL,NULL
Crowder College,2,1,NULL,3629
Culver-Stockton College,4,2,0.5812,998
Drury University,4,2,0.6997,3121
East Central College,2,1,NULL,2338
Eden Theological Seminary,4,2,NULL,NULL
Elaine Steven Beauty College,1,3,NULL,161
Pinnacle Career Institute,2,3,NULL,516
Evangel University,4,2,0.7536,1619
Fontbonne University,4,2,0.8952,952
Four Rivers Career Center,1,1,NULL,35
Ozarks Technical Community College,2,1,NULL,11202
Hannibal-LaGrange University,4,2,0.6164,797
Harris-Stowe State University,3,1,NULL,1445
Hickey College,3,3,0.7568,387
House of Heavilin Beauty College-Kansas City,1,3,NULL,18
Summit Salon Academy Kansas City,1,3,NULL,37
Jefferson College,2,1,NULL,4496
Paul Mitchell the School-Missouri Columbia,1,3,NULL,87
Barnes-Jewish College Goldfarb School of Nursing,4,2,NULL,547
Kansas City Art Institute,3,2,0.6504,632
Kenrick Glennon Seminary,4,2,1,53
A T Still University of Health Sciences,4,2,NULL,NULL
Lake Career and Technical Center,1,1,NULL,14
Lex La-Ray Technical Center,1,1,0.6471,31
Lincoln University,4,1,NULL,2113
Lindenwood University,4,2,0.5469,7331
State Technical College of Missouri,2,1,NULL,1127
Logan University,4,2,NULL,93
Metropolitan Community College-Kansas City,2,1,NULL,15158
Maryville University of Saint Louis,4,2,0.928,2892
Missouri College of Cosmetology and Esthetics,1,3,NULL,81
Metro Business College-Cape Girardeau,2,3,NULL,70
Midwest Institute,2,3,NULL,243
Midwestern Baptist Theological Seminary,4,2,0.9911,448
Mineral Area College,2,1,NULL,3220
Missouri Baptist University,4,2,0.512,1848
National Academy of Beauty Arts-Farmington,1,3,NULL,35
Missouri School of Barbering,1,3,NULL,6
Missouri Southern State University,4,1,0.9434,5477
Missouri Valley College,4,2,0.4649,1377
Missouri Western State University,4,1,NULL,4150
University of Missouri-Columbia,4,1,0.747,25544
University of Missouri-Kansas City,4,1,0.6187,7904
Missouri University of Science and Technology,4,1,0.7933,6857
University of Missouri-St Louis,4,1,0.7062,7736
Moberly Area Community College,2,1,NULL,3739
Hillyard Technical Center,1,1,0.36,119
National Academy of Beauty Arts-St Louis,1,3,NULL,85
Nazarene Theological Seminary,4,2,NULL,NULL
Neosho Beauty College,1,3,NULL,27
Truman State University,4,1,0.6769,5302
Northwest Missouri State University,4,1,0.7406,5240
Ozark Christian College,3,2,1,623
College of the Ozarks,3,2,0.1422,1512
Park University,4,2,0.6859,9356
Stevens-The Institute of Business & Arts,3,3,0.3333,132
Poplar Bluff Technical Career Center,1,1,NULL,64
Ranken Technical College,3,2,NULL,1790
Research College of Nursing,4,3,NULL,227
Rockhurst University,4,2,0.7406,1499
Rolla Technical Institute/Center,1,1,0.7344,118
Everest College-Springfield,3,2,NULL,67
Saint Louis University,4,2,0.6474,7350
Salem College of Hairstyling,1,3,NULL,35
American College of Hair Design Inc,1,3,NULL,26
Sikeston Career and Technology Center,1,1,NULL,48
Saint Louis Christian College,3,2,0.2941,105
University of Health Sciences and Pharmacy in St. Louis,4,2,NULL,539
Saint Louis Community College,2,1,NULL,17125
Saint Paul School of Theology,4,2,NULL,NULL
Southwest Baptist University,4,2,0.8967,2337
Missouri State University-West Plains,2,1,NULL,1397
Saint Luke's College of Health Sciences,4,2,NULL,462
St Louis College of Health Careers-St Louis,2,3,NULL,255
State Fair Community College,2,1,NULL,3849
Stephens College,4,2,0.6104,724
Southeast Missouri State University,4,1,0.8281,9028
Missouri State University-Springfield,4,1,0.8438,17277
Three Rivers College,2,1,NULL,2926
North Central Missouri College,2,1,NULL,1059
Kansas City University,4,2,NULL,NULL
Washington University in St Louis,4,2,0.1653,7116
Webster University,4,2,0.4658,3042
Wentworth Military Academy and College,2,2,NULL,287
Westminster College,3,2,0.6518,864
William Jewell College,4,2,0.5108,992
William Woods University,4,2,0.7017,945
Academy of Cosmetology Inc,1,3,NULL,35
Blackfeet Community College,2,2,NULL,425
Butte Academy of Beauty Culture,1,3,NULL,44
Highlands College of Montana Tech,2,1,NULL,473
Crevier's Academy of Cosmetology Arts,1,3,NULL,71
Carroll College,3,2,0.7148,1342
Dawson Community College,2,1,NULL,202
Chief Dull Knife College,2,1,NULL,157
Montana State University Billings,4,1,NULL,3536
Flathead Valley Community College,2,1,NULL,1563
Aaniiih Nakoda College,2,1,NULL,131
Fort Peck Community College,2,1,NULL,262
Great Falls College Montana State University,2,1,NULL,1312
University of Providence,4,2,0.5674,877
Helena College University of Montana,2,1,NULL,926
Little Big Horn College,2,1,NULL,199
Miles Community College,2,1,NULL,394
Montana Technological University,4,1,0.8893,1804
Montana State University,4,1,0.8287,14149
The University of Montana,4,1,0.9243,9356
Montana State University-Northern,4,1,1,1139
Rocky Mountain College,4,2,0.6207,885
Salish Kootenai College,3,2,NULL,799
The University of Montana-Western,3,1,NULL,1461
La'James International College,1,3,NULL,20
Bellevue University,4,2,NULL,5464
Clarkson College,4,2,0.5213,668
Bryan College of Health Sciences,4,2,0.87,569
Central Community College,2,1,NULL,4055
Chadron State College,4,1,NULL,2039
College of Hair Design-Downtown,1,3,NULL,92
Concordia University-Nebraska,4,2,0.7328,1233
Creighton University,4,2,0.7066,4149
Doane University,3,2,0.7586,1041
Grace University,4,2,0.5676,312
Hastings College,4,2,0.6394,1113
CHI Health School of Radiologic Technology,2,2,NULL,18
Joseph's College Cosmetology,1,3,NULL,266
University of Nebraska at Kearney,4,1,0.8508,4672
Purdue University Global-Lincoln,4,3,NULL,369
Nebraska Methodist College of Nursing & Allied Health,4,2,0.3542,849
Metropolitan Community College Area,2,1,NULL,6396
Mid-Plains Community College,2,1,NULL,1213
Midland University,4,2,0.6106,1213
Nebraska Christian College of Hope International University,3,2,1,111
University of Nebraska at Omaha,4,1,0.8648,12333
Purdue University Global-Omaha,4,3,NULL,511
Nebraska Indian Community College,2,1,NULL,137
University of Nebraska Medical Center,4,1,NULL,858
Nebraska Wesleyan University,4,2,0.7438,1788
University of Nebraska-Lincoln,4,1,0.7527,20833
Northeast Community College,2,1,NULL,2759
Peru State College,4,1,NULL,1501
Summit Christian College,3,2,0.3333,29
College of Saint Mary,4,2,0.6037,744
Southeast Community College Area,2,1,NULL,6291
Union College,4,2,0.635,759
Nebraska College of Technical Agriculture,2,1,NULL,261
Wayne State College,4,1,NULL,2641
Regional West Medical Center School of Radiologic Technology,1,2,NULL,0
Western Nebraska Community College,2,1,NULL,1146
York College,4,2,0.5043,400
Academy of Hair Design-Las Vegas,1,3,NULL,222
Career College of Northern Nevada,2,3,NULL,467
College of Southern Nevada,3,1,NULL,28939
The Art Institute of Las Vegas,3,3,NULL,806
Las Vegas College,2,2,NULL,287
University of Nevada-Las Vegas,4,1,0.8278,24197
University of Nevada-Reno,4,1,0.8281,17786
Great Basin College,3,1,NULL,2032
Sierra Nevada University,4,2,0.5147,478
Truckee Meadows Community College,2,1,NULL,8241
Western Nevada College,3,1,NULL,3006
Colby-Sawyer College,3,2,0.8703,1066
Continental Academie of Hair Design-Hudson,1,3,NULL,37
Dartmouth College,4,2,0.1059,4230
Empire Beauty School-Laconia,1,3,NULL,94
Empire Beauty School-Somersworth,1,3,NULL,130
Franklin Pierce University,4,2,0.8139,1755
University of New Hampshire-Franklin Pierce School of Law,4,1,NULL,NULL
Keene Beauty Academy,1,3,NULL,44
Magdalen College,3,2,0.9839,83
Michael's School of Hair Design & Esthetics,1,3,NULL,132
New England College,4,2,0.9901,1766
New England School of Hair Design,1,3,NULL,32
Southern New Hampshire University,4,2,0.9287,52216
New Hampshire Institute for Therapeutic Arts,1,3,NULL,35
University of New Hampshire-Main Campus,4,1,0.7586,12653
Keene State College,4,1,0.8253,4068
University of New Hampshire at Manchester,3,1,0.6983,712
Plymouth State University,4,1,0.7877,4059
NHTI-Concord's Community College,2,1,NULL,3494
White Mountains Community College,2,1,NULL,699
River Valley Community College,2,1,NULL,873
Lakes Region Community College,2,1,NULL,857
Manchester Community College,2,1,NULL,2328
Nashua Community College,2,1,NULL,1666
Great Bay Community College,2,1,NULL,1695
Paul Mitchell the School-Portsmouth,1,3,NULL,41
Rivier University,4,2,0.7059,1375
Saint Anselm College,3,2,0.759,1916
St Joseph School of Nursing,2,2,NULL,177
Granite State College,4,1,NULL,1805
Thomas More College of Liberal Arts,3,2,1,92
Eastwick College-Hackensack,2,3,0.515,263
Assumption College for Sisters,2,2,NULL,30
Atlantic Cape Community College,2,1,NULL,5569
Fortis Institute-Wayne,1,3,NULL,534
Bergen Community College,2,1,NULL,13483
Berkeley College-Woodland Park,3,3,NULL,3610
Beth Medrash Govoha,4,2,NULL,2676
Bloomfield College,4,2,0.6158,1941
Brookdale Community College,2,1,NULL,11134
Rowan College at Burlington County,2,1,NULL,7939
Caldwell University,4,2,0.8541,1632
Camden County College,2,1,NULL,9765
Centenary University,4,2,0.8788,1490
Adult and Continuing Education-BCTS,1,1,NULL,60
Branford Hall Career Institute-Parsippany,1,3,NULL,34
Lincoln Technical Institute-Iselin,1,3,NULL,356
American Institute-Clifton,1,3,NULL,720
County College of Morris,2,1,NULL,7188
Rowan College South Jersey Cumberland Campus,2,1,NULL,3080
Divers Academy International,1,3,NULL,30
Drew University,4,2,0.5716,1407
Lincoln Technical Institute-South Plainfield,1,3,NULL,340
Essex County College,2,1,NULL,8864
Empire Beauty School-Union,1,3,NULL,79
Fairleigh Dickinson University-Metropolitan Campus,4,2,0.7683,3450
Felician University,4,2,0.7855,1639
Fairleigh Dickinson University-Florham Campus,4,2,0.7909,2483
Hohokus School of Trade and Technical Sciences,1,3,NULL,150
Georgian Court University,4,2,0.7446,1409
Rowan University,4,1,0.7101,14068
Rowan College of South Jersey Gloucester Campus,2,1,NULL,6229
Empire Beauty School-Cherry Hill,1,3,NULL,83
Harris School of Business-Cherry Hill Campus,1,3,NULL,363
Eastwick College-Ramsey,2,3,0.5579,779
Holy Name Medical Center-Sister Claire Tynan School of Nursing,1,2,0.6,172
Hudson County Community College,2,1,NULL,7895
New Jersey City University,4,1,0.8505,6465
Joe Kubert School of Cartoon and Graphic Art,1,3,0.7312,89
Kean University,4,1,0.744,11656
Harris School of Business-Voorhees Campus,1,3,NULL,373
Lincoln Technical Institute-Union,1,3,NULL,1151
Rizzieri Aveda School for Beauty and Wellness,1,3,0.9582,297
Mercer County Community College,2,1,NULL,6609
Middlesex College,2,1,NULL,10359
Monmouth University,4,2,0.7729,4669
Montclair State University,4,1,0.6613,16653
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,1,2,0.25,54
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,1,2,0.6,367
Eastwick College-Nutley,2,3,0.4295,363
New Brunswick Theological Seminary,4,2,NULL,NULL
Robert Fiance Beauty Schools-West New York,1,3,NULL,382
New Jersey Institute of Technology,4,1,0.593,7336
Ocean County College,2,1,NULL,7374
P B Cosmetology Education Center,1,3,NULL,220
Parisian Beauty School,1,3,NULL,333
Passaic County Community College,2,1,NULL,7577
Pennco Tech-Blackwood,1,3,NULL,632
Princeton Theological Seminary,4,2,NULL,NULL
Princeton University,4,2,0.0652,5236
Rabbinical College of America,0,2,0.9583,191
Ramapo College of New Jersey,4,1,0.5326,5445
Robert Fiance Beauty Schools,1,3,NULL,176
Rider University,4,2,0.7151,3974
Roman Academy of Beauty Culture,1,3,NULL,32
Rutgers University-Camden,4,1,0.5749,4960
Rutgers University-New Brunswick,4,1,0.5694,35782
Rutgers University-Newark,4,1,0.6531,7691
St Francis Medical Center-School of Radiologic Technology,1,2,NULL,16
Saint Francis Medical Center School of Nursing,1,2,NULL,67
Saint Peter's University,4,2,0.7425,2589
Salem Community College,2,1,NULL,907
Seton Hall University,4,2,0.669,5710
Shore Beauty School,1,3,NULL,139
Saint Elizabeth University,4,2,0.6626,746
Raritan Valley Community College,2,1,NULL,7005
Stevens Institute of Technology,4,2,0.3911,3109
Stockton University,4,1,0.7694,7825
Talmudical Academy-New Jersey,3,2,0.8667,58
Aviation Institute of Maintenance-Teterboro,1,3,NULL,202
Thomas Edison State University,4,1,NULL,11292
The College of New Jersey,4,1,0.4886,6666
Union County College,2,1,NULL,9704
William Paterson University of New Jersey,4,1,0.7564,8972
Olympian Academy of Cosmetology,1,3,NULL,916
Central New Mexico Community College,2,1,NULL,20255
Navajo Technical University,4,1,NULL,1351
De Wolff College Hair Styling and Cosmetology,1,3,NULL,44
New Mexico State University-Dona Ana,2,1,NULL,5796
Clovis Community College,2,1,NULL,1891
Eastern New Mexico University-Main Campus,4,1,0.5731,3483
Eastern New Mexico University-Roswell Campus,2,1,NULL,1545
Institute of American Indian and Alaska Native Culture and Arts Development,4,1,1,288
New Mexico Highlands University,4,1,NULL,2066
New Mexico Junior College,2,1,NULL,2311
New Mexico Military Institute,2,1,0.3613,422
University of New Mexico-Gallup Campus,2,1,NULL,1954
New Mexico Institute of Mining and Technology,4,1,0.2345,1460
University of New Mexico-Los Alamos Campus,2,1,NULL,815
University of New Mexico-Main Campus,4,1,0.5778,19646
New Mexico State University-Alamogordo,2,1,NULL,751
New Mexico State University-Carlsbad,2,1,NULL,696
New Mexico State University-Grants,2,1,NULL,303
New Mexico State University-Main Campus,4,1,0.5961,11421
University of New Mexico-Valencia County Campus,2,1,NULL,1481
Northern New Mexico College,3,1,NULL,853
San Juan College,2,1,NULL,5479
Santa Fe Community College,2,1,NULL,3400
Santa Fe University of Art and Design,3,3,0.9837,795
University of the Southwest,4,2,0.6578,530
Southwestern College,4,2,NULL,NULL
Southwestern Indian Polytechnic Institute,2,1,NULL,360
University of New Mexico-Taos Campus,2,1,NULL,812
Mesalands Community College,2,1,NULL,347
Vogue College of Cosmetology-Santa Fe,1,3,NULL,87
Western New Mexico University,4,1,NULL,1808
Vaughn College of Aeronautics and Technology,4,2,NULL,1540
Adelphi University,4,2,0.7029,5141
SUNY Adirondack,2,1,NULL,3111
Bryant & Stratton College-Albany,3,3,NULL,464
Albany College of Pharmacy and Health Sciences,4,2,0.6917,901
Albany Law School,4,2,NULL,NULL
Albany Medical College,4,2,NULL,NULL
Alfred University,4,2,0.6279,1725
Allen School-Brooklyn,1,3,NULL,349
The Ailey School,1,2,0.2927,115
American Academy of Dramatic Arts-New York,2,2,0.8159,310
American Academy McAllister Institute of Funeral Service,2,2,NULL,487
Joffrey Ballet School,1,3,0.3138,207
American Musical and Dramatic Academy,3,2,0.219,1565
Apex Technical School,1,3,NULL,1095
Arnot Ogden Medical Center,1,2,0.4545,56
Associated Beth Rivkah Schools,1,2,0.5782,150
Austin's School of Spa Technology,1,3,NULL,101
Bank Street College of Education,4,2,NULL,NULL
Bard College,4,2,0.5621,1911
Barnard College,3,2,0.1674,2496
Berk Trade and Business School,1,3,NULL,237
Berkeley College-New York,3,3,NULL,4238
Beth Hatalmud Rabbinical College,3,2,0.6,6
Beth Hamedrash Shaarei Yosher Institute,3,2,0.8333,36
Phillips School of Nursing at Mount Sinai Beth Israel,3,2,0.6,202
Brittany Beauty Academy,1,3,NULL,83
Boricua College,4,2,NULL,899
Bramson ORT College,2,2,NULL,443
Briarcliffe College,3,3,NULL,519
Brittany Beauty Academy,1,3,NULL,119
American Beauty School,1,3,NULL,168
Brooklyn Law School,4,2,NULL,NULL
SUNY Broome Community College,2,1,NULL,5335
Bryant & Stratton College-Amherst,3,3,NULL,293
Bryant & Stratton College-Syracuse North,3,3,NULL,284
Bryant & Stratton College-Syracuse,2,3,NULL,447
Bryant & Stratton College-Buffalo,3,3,NULL,461
Bryant & Stratton College-Greece,3,3,NULL,297
Canisius College,4,2,0.7786,2485
Capri Cosmetology Learning Centers,1,3,NULL,252
St Paul's School of Nursing-Queens,2,3,NULL,550
Cayuga County Community College,2,1,NULL,2285
Cazenovia College,3,2,0.8988,991
Central Yeshiva Tomchei Tmimim Lubavitz,4,2,0.9375,406
Cheryl Fells School of Business,1,3,NULL,33
Christ the King Seminary,4,2,NULL,NULL
Christine Valmy International School for Esthetics Skin Care & Makeup,1,3,NULL,403
Circle in the Square Theatre School,1,2,0.5,64
Clarkson University,4,2,0.6821,3176
Clinton Community College,2,1,NULL,1023
Cochran School of Nursing,2,2,NULL,96
Colgate Rochester Crozer Divinity School,4,2,NULL,NULL
Colgate University,4,2,0.2878,2868
Metropolitan College of New York,4,2,0.3929,693
Columbia University in the City of New York,4,2,0.0683,8124
Columbia-Greene Community College,2,1,NULL,1183
Empire Beauty School-Queens,1,3,NULL,119
Concordia College,4,2,0.7105,882
Continental School of Beauty Culture-Buffalo,1,3,NULL,71
Continental School of Beauty Culture-Batavia,1,3,NULL,19
Continental School of Beauty Culture-Rochester,1,3,NULL,331
Cooper Union for the Advancement of Science and Art,4,2,NULL,857
Cornell University,4,2,0.1409,14471
Weill Medical College of Cornell University,4,2,NULL,NULL
SUNY Corning Community College,2,1,NULL,2327
Pomeroy College of Nursing at Crouse Hospital,2,2,0.5,230
Culinary Institute of America,3,2,0.9426,2774
CUNY Bernard M Baruch College,4,1,0.3067,14858
CUNY Borough of Manhattan Community College,2,1,NULL,25548
CUNY Bronx Community College,2,1,NULL,10260
CUNY Brooklyn College,4,1,0.3749,13380
College of Staten Island CUNY,4,1,0.9916,12124
CUNY City College,4,1,0.4539,12609
CUNY Graduate School and University Center,4,1,NULL,1646
CUNY Hostos Community College,2,1,NULL,6506
CUNY Hunter College,4,1,0.3788,15632
CUNY John Jay College of Criminal Justice,4,1,0.3376,12175
CUNY Kingsborough Community College,2,1,NULL,11702
CUNY LaGuardia Community College,2,1,NULL,16157
CUNY Lehman College,4,1,0.3248,10311
CUNY Medgar Evers College,3,1,0.9841,6405
CUNY New York City College of Technology,3,1,0.7452,16040
CUNY Queens College,4,1,0.4134,15426
CUNY Queensborough Community College,2,1,NULL,13596
CUNY School of Law,4,1,NULL,NULL
CUNY York College,4,1,0.4101,7140
CVPH Medical Center School of Radiologic Technology,1,2,NULL,11
D'Youville College,4,2,0.8057,1652
Daemen College,4,2,0.5259,1884
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,3,2,0.875,34
Dominican College of Blauvelt,4,2,0.7544,1461
Dutchess Community College,2,1,NULL,6117
Belanger School of Nursing,2,2,0.4286,119
Elmira Business Institute,2,3,NULL,275
Elmira College,4,2,0.8216,1067
Erie Community College,2,1,NULL,9479
Fashion Institute of Technology,4,1,0.4041,8168
Finger Lakes Community College,2,1,NULL,3505
Five Towns College,4,3,0.6132,645
Fordham University,4,2,0.4522,9096
The International Culinary Center,1,3,NULL,486
Fulton-Montgomery Community College,2,1,NULL,1928
Gemological Institute of America-New York,1,2,NULL,213
The General Theological Seminary,4,2,NULL,NULL
Genesee Community College,2,1,NULL,3374
Brittany Beauty Academy,1,3,NULL,42
Hamilton College,3,2,0.2608,1867
Hartwick College,3,2,0.8654,1382
Helene Fuld College of Nursing,3,2,NULL,436
Herkimer County Community College,2,1,NULL,1987
Hilbert College,4,2,0.8113,792
Hobart William Smith Colleges,4,2,0.5799,2241
Hofstra University,4,2,0.6222,6810
Houghton College,4,2,0.7933,1037
Hudson Valley Community College,2,1,NULL,7901
Hunter Business School,1,3,NULL,1000
Institute of Audio Research,1,3,NULL,295
Iona College,4,2,0.9146,3120
Isabella Graham Hart School of Practical Nursing,1,2,NULL,72
Island Drafting and Technical Institute,2,3,NULL,106
Ithaca College,4,2,0.6992,6181
Jamestown Community College,2,1,NULL,2655
Jamestown Business College,3,3,0.8133,311
Jefferson Community College,2,1,NULL,2719
Jewish Theological Seminary of America,4,2,0.5726,156
The Juilliard School,4,2,0.0617,499
Kehilath Yakov Rabbinical Seminary,3,2,NULL,155
Keuka College,4,2,0.77,1722
LIM College,4,3,0.9346,1499
Le Moyne College,4,2,0.6531,2793
LIU Brooklyn,4,2,0.875,4139
Long Island University,4,2,0.8148,3123
Long Island Beauty School-Hempstead,1,3,NULL,137
Long Island Business Institute,2,3,0.6306,617
LIU Hudson at Rockland,4,2,NULL,NULL
LIU Brentwood,4,2,NULL,4
Machzikei Hadath Rabbinical College,3,2,0.8444,150
Mandl School-The College of Allied Health,2,3,NULL,648
Manhattan College,4,2,0.7137,3637
Manhattan School of Music,4,2,0.4627,457
Manhattanville College,4,2,0.774,1737
Maria College of Albany,3,2,0.4435,715
Marion S Whelan School of Nursing of Geneva General Hospital,1,2,1,27
Marist College,4,2,0.4099,5308
Marymount Manhattan College,3,2,0.7816,2027
Medaille College,4,2,0.6923,1282
St. Peter's Hospital College of Nursing,2,2,1,126
Memorial Hospital School of Radiation Therapy Technology,1,2,NULL,12
Mercy College,4,2,0.7768,6286
Mesivta Torah Vodaath Rabbinical Seminary,4,2,0.9286,281
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,3,2,0.875,34
Mesivtha Tifereth Jerusalem of America,4,2,0.8889,56
Southern Westchester BOCES-Practical Nursing Program,1,1,0.3008,143
Midway Paris Beauty School,1,3,NULL,80
Mildred Elley School-Albany Campus,2,3,NULL,683
Mirrer Yeshiva Cent Institute,4,2,0.8889,130
Modern Welding School,1,3,NULL,92
Mohawk Valley Community College,2,1,NULL,4298
Molloy College,4,2,0.7692,3562
Monroe College,4,3,0.531,5776
Monroe Community College,2,1,NULL,12456
Mount Saint Mary College,4,2,0.8989,2106
College of Mount Saint Vincent,4,2,0.9265,1683
Icahn School of Medicine at Mount Sinai,4,2,NULL,NULL
Nassau Community College,2,1,NULL,18204
Nazareth College,4,2,0.721,2125
Neighborhood Playhouse School of the Theater,1,2,0.6613,76
The College of New Rochelle,4,2,0.4373,2896
The New School,4,2,0.6009,7007
The New School Center for Media,1,3,NULL,63
Northeast College of Health Sciences,4,2,NULL,NULL
New York Law School,4,2,NULL,NULL
New York Medical College,4,2,NULL,NULL
New York School for Medical and Dental Assistants,1,3,NULL,385
New York Theological Seminary,4,2,NULL,NULL
New York University,4,2,0.3187,25716
Niagara County Community College,2,1,NULL,4381
Niagara University,4,2,0.8288,3045
Empire Beauty School-Peekskill,1,3,NULL,46
North Country Community College,2,1,NULL,874
New York College of Podiatric Medicine,4,2,NULL,NULL
New York Institute of Technology,4,2,0.7255,3537
New York School of Interior Design,4,2,0.3478,305
Nyack College,4,2,0.9978,1439
Ohr Hameir Theological Seminary,3,2,0.7143,89
Onondaga Community College,2,1,NULL,7816
Orange County Community College,2,1,NULL,5282
Otsego Area BOCES-Practical Nursing Program,1,1,NULL,34
Pace University,4,2,0.8368,8384
Paul Smiths College of Arts and Science,3,2,0.8208,850
Continental School of Beauty Culture-West Seneca,1,3,NULL,128
Plaza College,3,3,0.297,712
Davis College,3,2,0.525,213
Pratt Institute-Main,4,2,0.5765,3445
Rabbinical Academy Mesivta Rabbi Chaim Berlin,4,2,0.9512,144
Rabbinical College Bobover Yeshiva Bnei Zion,4,2,NULL,284
Rabbinical College Beth Shraga,3,2,0.8485,48
Rabbinical College of Long Island,3,2,0.8889,140
Rabbinical Seminary of America,4,2,0.9872,242
