INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Springfield Technical Community College,2,1,NULL,3921
University of Massachusetts-Dartmouth,4,1,0.7618,5896
Stonehill College,4,2,0.6896,2421
Suffolk University,4,2,0.859,4397
Rob Roy Academy-Taunton,1,3,NULL,25
Tufts University,4,2,0.163,6053
Wellesley College,3,2,0.2041,2260
Wentworth Institute of Technology,4,2,0.9354,4143
Western New England University,4,2,0.8943,2551
Westfield State University,4,1,0.9244,4343
Wheaton College (Massachusetts),3,2,0.7709,1666
Williams College,4,2,0.1512,1917
Worcester Polytechnic Institute,4,2,0.5905,4804
Worcester State University,4,1,0.8103,4648
Adrian College,4,2,0.6121,1749
Albion College,3,2,0.7444,1497
Hillsdale Beauty College,1,3,NULL,18
Northwestern Technological Institute,1,3,NULL,852
Alma College,3,2,0.6673,1404
Alpena Community College,3,1,NULL,853
Andrews University,4,2,0.4878,1381
Aquinas College,4,2,0.7091,1253
Baker College,4,2,0.5376,5009
Bay de Noc Community College,2,1,NULL,1173
Bayshire Academy of Beauty Craft Inc,1,3,NULL,92
Calvin University,4,2,0.7321,3096
Calvin Theological Seminary,4,2,NULL,NULL
Carnegie Institute,1,3,NULL,122
Michigan School of Psychology,4,2,NULL,NULL
Central Michigan University,4,1,0.6867,12909
Mott Community College,2,1,NULL,4548
Empire Beauty School-Michigan,1,3,NULL,260
Cleary University,4,2,0.6526,509
Concordia University Ann Arbor,4,2,0.6096,900
Cranbrook Academy of Art,4,2,NULL,NULL
College for Creative Studies,4,2,0.5538,1392
Davenport University,4,2,0.9256,4508
David Pressley School of Cosmetology,1,3,NULL,252
Delta College,2,1,NULL,5940
Detroit Business Institute-Downriver,1,3,0.1818,76
MIAT College of Technology,2,3,0.8132,1537
University of Detroit Mercy,4,2,0.795,2424
Dorsey School of Business-Madison Heights,1,3,NULL,410
Dorsey College,1,3,NULL,410
Eastern Michigan University,4,1,0.7518,13148
Creative Hair School of Cosmetology,1,3,NULL,50
Ferris State University,4,1,0.8246,9575
Flint Institute of Barbering Inc,1,3,NULL,16
Glen Oaks Community College,2,1,NULL,513
Kettering University,4,2,0.7413,1639
Gogebic Community College,2,1,NULL,608
Grace Christian University,4,2,1,800
Cornerstone University,4,2,0.8697,1399
Grand Rapids Community College,2,1,NULL,10446
Grand Valley State University,4,1,0.8752,20265
Great Lakes Christian College,3,2,NULL,159
Henry Ford College,3,1,NULL,9371
Hillsdale College,4,2,0.3648,1445
Hope College,3,2,0.7783,2963
Jackson College,3,1,NULL,3002
Kalamazoo College,3,2,0.7433,1445
Kalamazoo Valley Community College,2,1,NULL,5157
Kellogg Community College,2,1,NULL,2526
Kirtland Community College,2,1,NULL,919
Michigan College of Beauty-Monroe,1,3,NULL,96
Lake Michigan College,3,1,NULL,2133
Lake Superior State University,3,1,0.695,1651
Lansing Community College,2,1,NULL,8771
Lawrence Technological University,4,2,0.8246,1879
M J Murphy Beauty College of Mount Pleasant,1,3,NULL,24
Macomb Community College,2,1,NULL,14910
Madonna University,4,2,0.6837,2191
Rochester University,4,2,0.9943,920
University of Michigan-Ann Arbor,4,1,0.2611,31189
The Michigan Barber School,1,2,NULL,171
Michigan State University,4,1,0.7631,38413
Michigan Technological University,4,1,0.7036,5574
University of Michigan-Dearborn,4,1,0.6751,6542
University of Michigan-Flint,4,1,0.7742,4725
Mid Michigan College,2,1,NULL,2098
Monroe County Community College,2,1,NULL,1572
Montcalm Community College,2,1,NULL,1008
Muskegon Community College,2,1,NULL,2643
North Central Michigan College,2,1,NULL,1039
Northern Michigan University,4,1,0.6689,6505
Northwestern Michigan College,3,1,NULL,2829
Northwood University,4,2,0.768,2218
Oakland Community College,2,1,NULL,12245
Oakland University,4,1,0.811,14837
Olivet College,4,2,0.6031,968
Port Huron Cosmetology College,1,3,NULL,37
Kuyper College,3,2,0.5938,122
Ross Medical Education Center-Lansing,1,3,NULL,100
Ross Medical Education Center-Warren,1,3,NULL,174
Ross Medical Education Center-Flint,1,3,NULL,184
Sacred Heart Major Seminary,4,2,1,253
Saginaw Valley State University,4,1,0.8946,6953
Schoolcraft College,3,1,NULL,6969
Siena Heights University,4,2,0.7443,1734
St Clair County Community College,2,1,NULL,2150
Southwestern Michigan College,2,1,NULL,1222
Specs Howard School of Media Arts,1,3,NULL,297
Spring Arbor University,4,2,0.633,1233
Michigan Career and Technical Institute,1,1,NULL,108
Finlandia University,3,2,0.83,379
Western Michigan University-Thomas M. Cooley Law School,4,2,NULL,NULL
Twin City Beauty College,1,3,NULL,288
Walsh College,4,2,NULL,708
Washtenaw Community College,2,1,NULL,8281
Wayne County Community College District,2,1,NULL,6572
Wayne State University,4,1,0.6901,17164
West Shore Community College,2,1,NULL,763
Paul Mitchell the School-Grand Rapids,1,3,NULL,104
Western Michigan University,4,1,0.8494,15706
Western Theological Seminary,4,2,NULL,NULL
Academy College,3,3,NULL,92
Alexandria Technical & Community College,2,1,NULL,1303
American Indian OIC Inc,1,2,NULL,4
Anoka Technical College,2,1,NULL,1479
Anoka-Ramsey Community College,2,1,NULL,4698
Augsburg University,4,2,0.7312,2487
Riverland Community College,2,1,NULL,2099
Northwest Technical College,2,1,NULL,558
Bemidji State University,4,1,0.6944,3698
Bethany Lutheran College,3,2,0.6451,632
Bethel University,4,2,0.8663,2491
Central Lakes College-Brainerd,2,1,NULL,1671
Carleton College,3,2,0.2118,1918
Concordia College at Moorhead,4,2,0.5808,1873
Concordia University-Saint Paul,4,2,0.686,3222
Dakota County Technical College,2,1,NULL,2109
Martin Luther College,4,2,0.8731,777
Lake Superior College,2,1,NULL,2934
Cosmetology Careers Unlimited College of Hair Skin and Nails,1,3,NULL,23
Minnesota State Community and Technical College,2,1,NULL,3385
Minnesota West Community and Technical College,2,1,NULL,1683
Gustavus Adolphus College,3,2,0.7061,2230
Hamline University,4,2,0.6895,1907
Hazelden Betty Ford Graduate School of Addiction Studies,4,2,NULL,NULL
Hennepin Technical College,2,1,NULL,3124
Hibbing Community College,2,1,NULL,680
Aveda Arts & Sciences Institute Minneapolis,1,3,NULL,554
Inver Hills Community College,2,1,NULL,2643
Itasca Community College,2,1,NULL,636
Luther Seminary,4,2,NULL,NULL
Macalester College,3,2,0.3869,2049
South Central College,2,1,NULL,2138
Minnesota State University-Mankato,4,1,0.6726,11840
Mayo Clinic College of Medicine and Science,4,2,0.313,283
Mesabi Range College,2,1,NULL,597
Metropolitan State University,4,1,0.6189,6155
University of Minnesota-Twin Cities,4,1,0.6964,30907
University of Minnesota-Crookston,3,1,0.7215,1754
Minneapolis College of Art and Design,4,2,0.5468,656
Minneapolis Community and Technical College,2,1,NULL,5203
Herzing University-Minneapolis,4,2,0.9206,620
Minnesota School of Cosmetology-Woodbury Campus,1,3,NULL,149
University of Minnesota-Duluth,4,1,0.7855,8351
University of Minnesota-Morris,3,1,0.6465,1243
Model College of Hair Design,1,3,NULL,75
Minnesota State University Moorhead,4,1,0.6605,4207
North Hennepin Community College,2,1,NULL,3951
Normandale Community College,2,1,NULL,6606
North Central University,4,2,0.9299,921
Northland Community and Technical College,2,1,NULL,1947
University of Northwestern-St Paul,4,2,0.9222,1658
Northwestern Health Sciences University,4,2,NULL,237
Oak Hills Christian College,3,2,0.627,98
Pine Technical & Community College,2,1,NULL,559
Rainy River Community College,2,1,NULL,121
Rochester Community and Technical College,2,1,NULL,3757
College of Saint Benedict,3,2,0.8401,1662
St Cloud Technical and Community College,2,1,NULL,3307
Saint Cloud State University,4,1,0.7322,7210
Saint Johns University,4,2,0.8138,1564
Saint Mary's University of Minnesota,4,2,0.841,1315
St Olaf College,3,2,0.5081,2928
Crown College,4,2,0.4689,729
The College of Saint Scholastica,4,2,0.7331,2225
University of St Thomas,4,2,0.874,6276
Empire Beauty School-Bloomington,1,3,NULL,129
St Catherine University,4,2,0.7615,2914
Rasmussen University-Minnesota,4,3,NULL,3745
Saint Paul College,2,1,NULL,4324
Southwest Minnesota State University,4,1,0.806,1945
Summit Academy Opportunities Industrialization Center,1,2,NULL,257
United Theological Seminary of the Twin Cities,4,2,NULL,NULL
Vermilion Community College,2,1,NULL,358
Dunwoody College of Technology,3,2,0.9738,1274
Ridgewater College,2,1,NULL,2488
Minnesota State College Southeast,2,1,NULL,1124
Winona State University,4,1,0.7518,6249
Mitchell Hamline School of Law,4,2,NULL,NULL
Century College,2,1,NULL,6815
Alcorn State University,4,1,0.3772,2648
Belhaven University,4,2,0.4954,2003
Blue Mountain College,4,2,0.9912,631
Chris Beauty College,1,3,NULL,115
Coahoma Community College,2,1,NULL,1344
Copiah-Lincoln Community College,2,1,NULL,2150
Delta Beauty College,1,3,NULL,4
Delta State University,4,1,0.9961,1933
East Central Community College,2,1,NULL,1833
East Mississippi Community College,2,1,NULL,2759
Fosters Cosmetology College,1,3,NULL,34
Academy of Hair Design-Grenada,1,3,NULL,34
Hinds Community College,2,1,NULL,8006
Holmes Community College,2,1,NULL,4514
Itawamba Community College,2,1,NULL,3983
Jackson State University,4,1,0.8998,4650
Jones County Junior College,2,1,NULL,3816
Meridian Community College,2,1,NULL,2673
Millsaps College,4,2,0.6981,668
Mississippi Delta Community College,2,1,NULL,1753
University of Mississippi,4,1,0.8802,16083
Mississippi University for Women,4,1,0.9903,2094
Mississippi Valley State University,4,1,0.8272,1376
Mississippi College,4,2,0.2876,2515
Hatfield's Mississippi College of Beauty Culture,1,3,NULL,52
Mississippi Gulf Coast Community College,2,1,NULL,7281
Mississippi State University,4,1,0.8004,18724
Northeast Mississippi Community College,2,1,NULL,2859
Northwest Mississippi Community College,2,1,NULL,5399
Pearl River Community College,2,1,NULL,4359
Rust College,3,2,0.2947,623
Southeastern Baptist College,3,2,0.561,61
Southwest Mississippi Community College,2,1,NULL,1675
University of Southern Mississippi,4,1,0.9633,11348
Magnolia College of Cosmetology,1,3,NULL,42
Tougaloo College,4,2,0.712,654
Vaughn Beauty College,1,3,NULL,46
Wesley Biblical Seminary,4,2,NULL,NULL
William Carey University,4,2,0.5528,2101
Aquinas Institute of Theology,4,2,NULL,NULL
Avila University,4,2,0.4198,1023
Baptist Bible College,4,2,NULL,202
House of Heavilin Beauty College-Blue Springs,1,3,NULL,118
Cox College,4,2,1,741
Calvary University,4,2,NULL,241
Cape Girardeau Career and Technology Center,1,1,NULL,275
Central Christian College of the Bible,3,2,NULL,164
Central Methodist University-College of Liberal Arts and Sciences,3,2,0.9534,1141
University of Central Missouri,4,1,0.6359,6877
Grand River Technical School,1,1,0.8475,53
Cleveland University-Kansas City,4,2,0.5455,77
Columbia College,4,2,NULL,7574
Conception Seminary College,3,2,1,40
Concordia Seminary,4,2,NULL,NULL
Cottey College,3,2,0.6054,283
Covenant Theological Seminary,4,2,NULL,NULL
Crowder College,2,1,NULL,2874
Culver-Stockton College,4,2,0.9833,918
Drury University,4,2,0.7068,1404
East Central College,2,1,NULL,1845
Eden Theological Seminary,4,2,NULL,NULL
Pinnacle Career Institute,1,3,NULL,508
Evangel University,4,2,0.9542,1480
Fontbonne University,4,2,0.8536,810
Four Rivers Career Center,1,1,NULL,23
Ozarks Technical Community College,2,1,NULL,9051
Hannibal-LaGrange University,4,2,0.6463,559
Harris-Stowe State University,3,1,NULL,1383
House of Heavilin Beauty College-Kansas City,1,3,NULL,24
Summit Salon Academy Kansas City,1,3,NULL,103
Jefferson College,2,1,NULL,2693
Paul Mitchell the School-Missouri Columbia,1,3,NULL,91
Barnes-Jewish College Goldfarb School of Nursing,4,2,NULL,529
Kansas City Art Institute,3,2,0.591,696
Kenrick Glennon Seminary,4,2,NULL,NULL
A T Still University of Health Sciences,4,2,NULL,NULL
Lake Career and Technical Center,1,1,NULL,10
Lex La-Ray Technical Center,1,1,0.9,30
Lincoln University,4,1,NULL,1475
Lindenwood University,4,2,0.9213,4780
State Technical College of Missouri,2,1,NULL,1700
Logan University,4,2,0.8462,281
Metropolitan Community College-Kansas City,2,1,NULL,11468
Lutheran School of Nursing,1,3,NULL,40
Maryville University of Saint Louis,4,2,0.9489,5463
Missouri College of Cosmetology and Esthetics,1,3,NULL,59
Midwest Institute,2,3,0.766,297
Midwestern Baptist Theological Seminary,4,2,0.97,858
Mineral Area College,2,1,NULL,1667
Missouri Baptist University,4,2,0.6484,1589
Missouri Southern State University,4,1,0.9833,4342
Missouri Valley College,4,2,0.6218,1327
Missouri Western State University,4,1,NULL,3530
University of Missouri-Columbia,4,1,0.8178,22622
University of Missouri-Kansas City,4,1,0.6301,7077
Missouri University of Science and Technology,4,1,0.8146,6050
University of Missouri-St Louis,4,1,0.5759,6387
Moberly Area Community College,2,1,NULL,3331
Nazarene Theological Seminary,4,2,NULL,NULL
Neosho Beauty College,1,3,NULL,42
Truman State University,4,1,0.721,3845
Northwest Missouri State University,4,1,0.8011,5151
Ozark Christian College,3,2,0.9818,625
College of the Ozarks,3,2,0.1428,1486
Park University,4,2,NULL,8217
Stevens-The Institute of Business & Arts,3,3,NULL,108
Poplar Bluff Technical Career Center,1,1,NULL,19
Ranken Technical College,3,2,NULL,1823
Research College of Nursing,4,3,NULL,269
Rockhurst University,4,2,0.7289,2054
Rolla Technical Institute/Center,1,1,0.7297,84
Saint Louis University,4,2,0.5554,7304
Salem College of Hairstyling,1,3,NULL,29
American College of Hair Design Inc,1,3,NULL,27
Saint Louis Christian College,3,2,0.7027,72
University of Health Sciences and Pharmacy in St. Louis,4,2,0.7822,282
Saint Louis Community College,2,1,NULL,12824
Saint Paul School of Theology,4,2,NULL,NULL
Southwest Baptist University,4,2,0.7335,1954
Missouri State University-West Plains,2,1,NULL,1004
St Louis College of Health Careers-St Louis,2,3,NULL,100
State Fair Community College,2,1,NULL,2823
Stephens College,4,2,0.6429,438
Southeast Missouri State University,4,1,0.9333,7659
Missouri State University-Springfield,4,1,0.8657,15343
Three Rivers College,2,1,NULL,2204
North Central Missouri College,2,1,NULL,1061
Kansas City University,4,2,NULL,NULL
Washington University in St Louis,4,2,0.1602,7366
Webster University,4,2,0.5312,2535
Westminster College,3,2,0.9743,606
William Jewell College,4,2,0.364,738
William Woods University,4,2,0.6254,837
Academy of Cosmetology Inc,1,3,NULL,33
Blackfeet Community College,2,2,NULL,411
Butte Academy of Beauty Culture,1,3,NULL,18
Highlands College of Montana Tech,2,1,NULL,337
Crevier's Academy of Cosmetology Arts,1,3,NULL,32
Carroll College,4,2,0.7302,1093
Dawson Community College,2,1,NULL,284
Chief Dull Knife College,2,1,NULL,0
Montana State University Billings,4,1,NULL,2972
Flathead Valley Community College,2,1,NULL,1273
Aaniiih Nakoda College,2,1,NULL,110
Fort Peck Community College,2,1,NULL,269
Great Falls College Montana State University,2,1,NULL,746
University of Providence,4,2,0.9853,781
Helena College University of Montana,2,1,NULL,645
Little Big Horn College,2,1,NULL,211
Miles Community College,2,1,NULL,420
Montana Technological University,4,1,0.9727,1418
Montana State University,4,1,0.8077,14132
The University of Montana,4,1,0.9578,6897
Montana State University-Northern,4,1,NULL,873
Rocky Mountain College,4,2,0.7117,830
Salish Kootenai College,3,1,NULL,662
The University of Montana-Western,3,1,0.5186,1281
Yellowstone Christian College,3,2,0.75,33
Bellevue University,4,2,NULL,9665
Clarkson College,4,2,0.5686,616
Bryan College of Health Sciences,4,2,0.5777,602
Central Community College,2,1,NULL,3438
Chadron State College,4,1,NULL,1651
College of Hair Design-Downtown,1,3,NULL,43
Concordia University-Nebraska,4,2,0.7583,1203
Creighton University,4,2,0.6402,4445
Doane University,4,2,0.688,1250
Hastings College,4,2,0.6595,954
CHI Health School of Radiologic Technology,2,2,NULL,15
Joseph's College Cosmetology,1,3,NULL,131
University of Nebraska at Kearney,4,1,0.8841,4302
Nebraska Methodist College of Nursing & Allied Health,4,2,0.9186,814
Metropolitan Community College Area,2,1,NULL,6448
Mid-Plains Community College,2,1,NULL,1069
Midland University,4,2,0.5079,1216
University of Nebraska at Omaha,4,1,0.8229,12535
Nebraska Indian Community College,2,1,NULL,132
University of Nebraska Medical Center,4,1,NULL,959
Nebraska Wesleyan University,4,2,0.6953,1767
University of Nebraska-Lincoln,4,1,0.7774,20128
Northeast Community College,2,1,NULL,2449
Peru State College,4,1,NULL,1286
Summit Christian College,3,2,0.3571,24
College of Saint Mary,4,2,0.5,672
Southeast Community College Area,2,1,NULL,6018
Union College,4,2,0.976,602
Nebraska College of Technical Agriculture,2,1,NULL,225
Wayne State College,4,1,NULL,3021
Western Nebraska Community College,2,1,NULL,1063
York College,4,2,0.6613,457
Academy of Hair Design-Las Vegas,1,3,NULL,182
Career College of Northern Nevada,2,3,NULL,385
College of Southern Nevada,3,1,NULL,27605
Las Vegas College,2,3,NULL,399
University of Nevada-Las Vegas,4,1,0.8102,25477
University of Nevada-Reno,4,1,0.873,16637
Great Basin College,3,1,NULL,2375
Sierra Nevada University,4,2,0.4631,272
Truckee Meadows Community College,3,1,NULL,6653
Western Nevada College,3,1,NULL,2175
Colby-Sawyer College,3,2,0.91,871
Continental Academie of Hair Design-Hudson,1,3,NULL,33
Dartmouth College,4,2,0.0922,4146
Empire Beauty School-Laconia,1,3,NULL,64
Empire Beauty School-Somersworth,1,3,NULL,164
Franklin Pierce University,4,2,0.8468,1434
University of New Hampshire-Franklin Pierce School of Law,4,1,NULL,NULL
Keene Beauty Academy,1,3,NULL,37
Magdalen College,3,2,0.7901,71
Michael's School of Hair Design & Esthetics,1,3,NULL,86
New England College,4,2,0.9625,1753
New England School of Hair Design,1,3,NULL,24
Southern New Hampshire University,4,2,0.9354,109233
New Hampshire Institute for Therapeutic Arts,1,3,NULL,16
University of New Hampshire-Main Campus,4,1,0.8481,11663
Keene State College,4,1,0.9066,3057
University of New Hampshire at Manchester,3,1,0.8528,694
Plymouth State University,4,1,0.8937,3693
NHTI-Concord's Community College,2,1,NULL,2559
White Mountains Community College,2,1,NULL,538
River Valley Community College,2,1,NULL,623
Lakes Region Community College,2,1,NULL,543
Manchester Community College,2,1,NULL,1824
Nashua Community College,2,1,NULL,1172
Great Bay Community College,2,1,NULL,1408
Paul Mitchell the School-Portsmouth,1,3,NULL,80
Rivier University,4,2,0.7571,1274
Saint Anselm College,3,2,0.7615,2015
St Joseph School of Nursing,2,2,NULL,92
Granite State College,4,1,NULL,1497
Thomas More College of Liberal Arts,3,2,0.8958,80
Eastwick College-Hackensack,2,3,NULL,533
Assumption College for Sisters,2,2,NULL,41
Atlantic Cape Community College,2,1,NULL,4222
Fortis Institute-Wayne,1,3,NULL,521
Bergen Community College,2,1,NULL,10258
Berkeley College-Woodland Park,4,3,NULL,2414
Beth Medrash Govoha,4,2,NULL,3004
Bloomfield College,4,2,0.8465,1530
Brookdale Community College,2,1,NULL,8656
Rowan College at Burlington County,2,1,NULL,6812
Caldwell University,4,2,0.9152,1730
Camden County College,2,1,NULL,6865
Centenary University,4,2,0.93,1128
Adult and Continuing Education-BCTS,1,1,NULL,60
Lincoln Technical Institute-Iselin,1,3,NULL,589
American Institute-Clifton,1,3,NULL,716
County College of Morris,2,1,NULL,5901
Rowan College South Jersey Cumberland Campus,2,1,NULL,2149
Divers Academy International,1,3,NULL,31
Drew University,4,2,0.7315,1541
Lincoln Technical Institute-South Plainfield,1,3,NULL,283
Essex County College,2,1,NULL,5449
Empire Beauty School-Union,1,3,NULL,141
Fairleigh Dickinson University-Metropolitan Campus,4,2,0.8887,2878
Felician University,4,2,0.9355,1954
Fairleigh Dickinson University-Florham Campus,4,2,0.8632,2586
Hohokus School of Trade and Technical Sciences,1,3,NULL,104
Georgian Court University,4,2,0.809,1419
Rowan University,4,1,0.7801,15708
Rowan College of South Jersey Gloucester Campus,2,1,NULL,5300
Empire Beauty School-Cherry Hill,1,3,NULL,89
Eastwick College-Ramsey,3,3,NULL,779
Holy Name Medical Center-Sister Claire Tynan School of Nursing,1,2,0.5,183
Hudson County Community College,2,1,NULL,6522
New Jersey City University,4,1,0.9633,5769
Joe Kubert School of Cartoon and Graphic Art,1,3,0.9254,72
Kean University,4,1,0.7805,11499
Lincoln Technical Institute-Union,1,3,NULL,1493
Rizzieri Aveda School for Beauty and Wellness,1,3,NULL,268
Mercer County Community College,2,1,NULL,5406
Middlesex College,2,1,NULL,8822
Monmouth University,4,2,0.7893,4245
Montclair State University,4,1,0.8266,16262
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,1,2,1,648
Eastwick College-Nutley,2,3,NULL,455
New Brunswick Theological Seminary,4,2,NULL,NULL
Robert Fiance Beauty Schools-West New York,1,3,NULL,270
New Jersey Institute of Technology,4,1,0.6603,8311
Ocean County College,2,1,NULL,6495
P B Cosmetology Education Center,1,3,NULL,117
Parisian Beauty School,1,3,NULL,453
Passaic County Community College,2,1,NULL,4919
Pennco Tech-Blackwood,1,3,NULL,743
Princeton Theological Seminary,4,2,NULL,NULL
Princeton University,4,2,0.0563,4688
Rabbinical College of America,4,2,0.8354,248
Ramapo College of New Jersey,4,1,0.6684,5146
Robert Fiance Beauty Schools,1,3,NULL,220
Rider University,4,2,0.7566,3567
Rutgers University-Camden,4,1,0.7628,5387
Rutgers University-New Brunswick,4,1,0.6693,35428
Rutgers University-Newark,4,1,0.7409,8887
St Francis Medical Center-School of Radiologic Technology,0,2,NULL,16
Saint Francis Medical Center School of Nursing,1,2,NULL,83
Saint Peter's University,4,2,0.8464,2124
Salem Community College,2,1,NULL,764
Seton Hall University,4,2,0.7823,5822
Shore Beauty School,1,3,NULL,137
Saint Elizabeth University,4,2,0.7538,754
Raritan Valley Community College,2,1,NULL,5654
Stevens Institute of Technology,4,2,0.5306,3787
Stockton University,4,1,0.7731,8825
Talmudical Academy-New Jersey,3,2,1,63
Aviation Institute of Maintenance-Teterboro,1,3,NULL,284
Thomas Edison State University,4,1,NULL,9357
The College of New Jersey,4,1,0.5125,7039
Union County College,2,1,NULL,7885
William Paterson University of New Jersey,4,1,0.8062,7936
Olympian Academy of Cosmetology,1,3,NULL,716
Central New Mexico Community College,2,1,NULL,17215
Navajo Technical University,4,1,NULL,847
New Mexico State University-Dona Ana,2,1,NULL,5061
Clovis Community College,2,1,NULL,1528
Eastern New Mexico University-Main Campus,4,1,0.506,3129
Eastern New Mexico University-Roswell Campus,2,1,NULL,1169
Institute of American Indian and Alaska Native Culture and Arts Development,4,1,1,311
New Mexico Highlands University,4,1,NULL,1646
New Mexico Junior College,2,1,NULL,1378
New Mexico Military Institute,2,1,0.4067,391
University of New Mexico-Gallup Campus,2,1,NULL,1482
New Mexico Institute of Mining and Technology,4,1,0.9658,1190
University of New Mexico-Los Alamos Campus,2,1,NULL,756
University of New Mexico-Main Campus,4,1,0.9634,15776
New Mexico State University-Alamogordo,2,1,NULL,511
New Mexico State University-Carlsbad,2,1,NULL,473
New Mexico State University-Grants,2,1,NULL,215
New Mexico State University-Main Campus,4,1,0.6267,11107
University of New Mexico-Valencia County Campus,2,1,NULL,1214
Northern New Mexico College,3,1,NULL,778
San Juan College,2,1,NULL,3947
Santa Fe Community College,2,1,NULL,2247
University of the Southwest,4,2,NULL,370
Southwestern College,4,2,NULL,NULL
Southwestern Indian Polytechnic Institute,2,1,NULL,433
University of New Mexico-Taos Campus,2,1,NULL,706
Mesalands Community College,2,1,NULL,315
Vogue College of Cosmetology-Santa Fe,1,3,NULL,70
Western New Mexico University,4,1,NULL,1534
Vaughn College of Aeronautics and Technology,4,2,NULL,1438
Adelphi University,4,2,0.7461,5076
SUNY Adirondack,2,1,NULL,2292
Bryant & Stratton College-Albany,3,3,NULL,373
Albany College of Pharmacy and Health Sciences,4,2,0.7519,683
Albany Law School,4,2,NULL,NULL
Albany Medical College,4,2,NULL,NULL
Alfred University,4,2,0.6411,1572
Allen School-Brooklyn,1,3,NULL,184
The Ailey School,1,2,NULL,20
American Academy of Dramatic Arts-New York,2,2,0.5787,159
American Academy McAllister Institute of Funeral Service,2,2,NULL,463
Joffrey Ballet School,1,3,0.4163,124
American Musical and Dramatic Academy,3,2,0.4441,1395
Apex Technical School,1,3,NULL,1140
Arnot Ogden Medical Center,1,2,1,38
Associated Beth Rivkah Schools,2,2,1,258
Bank Street College of Education,4,2,NULL,NULL
Bard College,4,2,0.5695,1932
Barnard College,3,2,0.136,2744
Berk Trade and Business School,1,3,NULL,111
Berkeley College-New York,3,3,NULL,2248
Berkowits School of Electrolysis,1,3,NULL,104
Beth Hamedrash Shaarei Yosher Institute,0,2,0.7222,96
Phillips School of Nursing at Mount Sinai Beth Israel,3,2,NULL,254
Brittany Beauty Academy,1,3,NULL,157
Boricua College,4,2,NULL,510
Brittany Beauty Academy,1,3,NULL,184
American Beauty School,1,3,NULL,158
Brooklyn Law School,4,2,NULL,NULL
SUNY Broome Community College,2,1,NULL,3902
Bryant & Stratton College-Syracuse North,3,3,NULL,541
Bryant & Stratton College-Buffalo,3,3,NULL,724
Bryant & Stratton College-Greece,3,3,NULL,369
Canisius College,4,2,0.7602,1957
Capri Cosmetology Learning Centers,1,3,NULL,288
St Paul's School of Nursing-Queens,2,3,NULL,747
Cayuga County Community College,2,1,NULL,1435
Cazenovia College,3,2,0.7218,747
Central Yeshiva Tomchei Tmimim Lubavitz,4,2,0.9524,513
Christ the King Seminary,4,2,NULL,NULL
Christine Valmy International School for Esthetics Skin Care & Makeup,1,3,NULL,589
Circle in the Square Theatre School,1,2,0.1212,25
Clarkson University,4,2,0.7799,2867
Clinton Community College,2,1,NULL,564
Cochran School of Nursing,2,2,NULL,94
Colgate Rochester Crozer Divinity School,4,2,NULL,NULL
Colgate University,4,2,0.2747,3032
Metropolitan College of New York,4,2,0.4041,509
Columbia University in the City of New York,4,2,0.0666,8148
Columbia-Greene Community College,2,1,NULL,955
Empire Beauty School-Queens,1,3,NULL,138
Concordia College,4,2,0.9529,722
Continental School of Beauty Culture-Rochester,1,3,NULL,337
Cooper Union for the Advancement of Science and Art,4,2,0.1751,806
Cornell University,4,2,0.1071,14741
Weill Medical College of Cornell University,4,2,NULL,NULL
SUNY Corning Community College,2,1,NULL,1726
Pomeroy College of Nursing at Crouse Hospital,2,2,0.7188,245
Culinary Institute of America,4,2,0.9668,3102
CUNY Bernard M Baruch College,4,1,0.4071,15456
CUNY Borough of Manhattan Community College,2,1,NULL,21446
CUNY Bronx Community College,2,1,NULL,7743
CUNY Brooklyn College,4,1,0.4974,14054
College of Staten Island CUNY,4,1,NULL,11345
CUNY City College,4,1,0.5054,11967
CUNY Graduate School and University Center,4,1,NULL,2658
CUNY Hostos Community College,2,1,NULL,5593
CUNY Hunter College,4,1,0.4048,16921
CUNY John Jay College of Criminal Justice,4,1,0.3743,13324
CUNY Kingsborough Community College,2,1,NULL,8849
CUNY LaGuardia Community College,2,1,NULL,13454
CUNY Lehman College,4,1,0.4701,12087
CUNY Medgar Evers College,3,1,0.7848,4793
CUNY New York City College of Technology,3,1,0.7907,14615
CUNY Queens College,4,1,0.5349,15735
CUNY Queensborough Community College,2,1,NULL,11222
CUNY School of Law,4,1,NULL,NULL
CUNY York College,4,1,0.5276,6283
CVPH Medical Center School of Radiologic Technology,1,2,0.4167,19
D'Youville College,4,2,0.8307,1431
Daemen College,4,2,0.6178,1608
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,3,2,0.8824,43
Dominican College of Blauvelt,4,2,0.7462,1304
Dutchess Community College,2,1,NULL,4360
Belanger School of Nursing,2,2,0.4,143
Elmira Business Institute,2,3,NULL,23
Elmira College,4,2,0.8313,713
Erie Community College,2,1,NULL,6917
Fashion Institute of Technology,4,1,0.5898,7683
Finger Lakes Community College,2,1,NULL,3109
Five Towns College,4,3,0.47,604
Fordham University,4,2,0.5253,9099
The International Culinary Center,1,3,NULL,405
Fulton-Montgomery Community College,2,1,NULL,1276
Gemological Institute of America-New York,1,2,NULL,51
The General Theological Seminary,4,2,NULL,NULL
Genesee Community College,2,1,NULL,2420
Hamilton College,3,2,0.1841,1901
